School,Email,Region,City,Phone,Website,Source,Notes
Asilo Nido Comunale Carapelle,asilonidocarapelle@gmail.com,Foggia,Carapelle,3881445742,,Opera Nazionale Montessori - Trova Scuola registry,
Asilo nido comunale Rosa Louise Parks - la madre dei diritti civili (comunale),nidocomunalerosaparks@gmail.com,Sud Sardegna (SU),Villamassargia,3284204039,,Opera Nazionale Montessori - Trova Scuola registry,
Asilo Nido di Locate di Triulzi - La Fabbrica delle Coccole (privata),lafabbricadellecoccolenido@gmail.com,MI,Locate di Triulzi,3275391125,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Asilo nido I tre pastorelli di Fatima,asilounsorrisopertutti@gmail.com,Foggia,Ordona,885330265,https://www.coperativaunsorrisopertutti.org,Opera Nazionale Montessori - Trova Scuola registry,
Asilo nido Il giardino dei bambini (privato),cooperativatalitakum@gmail.com,Foggia,Cerignola,3338061925,https://www.facebook.com/share/1ALtSGXSmm/,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Asilo nido l'Arcobalocco (Privato),larcobalocco@libero.it,RM,Tivoli,07741731816,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Asilo Nido Montessori ""S. Lucia"" (Privata)",montessori.s.lucia@gmail.com,Rieti,Rieti,0746201220,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini ""M. Virgillito"" - Suore Domenicane Beata Imelda (Paritaria)",bambini.virgillito@casadeibambinivirgillito.com,Milano,Milano,0270124912,https://www.casadeibambinivirgillito.com,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini ""Antonio e Maria Bianchi"" (Comunale)",infanziabianchi@comune.calcinato.bs.it,Brescia,Calcinato Frazione di Ponte San Marco,0309636534,,Opera Nazionale Montessori - Trova Scuola registry,
"Casa dei bambini ""Campedello"" (Statale)",viic871005@istruzione.it,Vicenza,Vicenza,0444533730,https://www.istitutocomprensivo1vicenza.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini ""D. Cariolato"" (Statale)",viic872001@istruzione.it,Vicenza,Vicenza,0444504424,https://www.ic2bortoan.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei Bambini ""E. Pestalozzi"" (Statale)",pgic85900a@istruzione.it,Perugia,Perugia,0755055983,https://www.istitutocomprensivoperugia11.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini ""Evelina Cundari"" - dipende da I.C. Via Roma - Spirito Santo (Statale)",csic81200c@istruzione.it,Cosenza,Cosenza,098426572,https://www.icspiritosanto.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini ""Giacomo Costa"" - VI Circolo Didattico ""Medaglie d'Oro"" (Statale)",saic8b500q@istruzione.it,SA,Salerno,089792660,https://www.icmedagliedoro.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini ""I Rondinotti"" - 28° Circolo Comunale (Comunale)",infanzia.rondinotti.@comune.napoli.it,Napoli,Napoli,0817623003,,Opera Nazionale Montessori - Trova Scuola registry,
"Casa dei bambini ""Il Germoglio"" (paritaria)",ilgermogliocdb@libero.it,Roma,Tivoli,07741731816,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini ""Il Sassolino"" (Paritaria)",NOT_FOUND,Brescia,Gavardo,0365374726,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini ""Isabella"" (Paritaria)",scuolamaternaisabella@gmail.com,Brescia,Gorzone di Darfo Boario Terme,0364/531180,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini ""Maria Montessori"" (Comunale - Paritaria)",materna.montessori@comune.mantova.it,Mantova,Mantova,0376323648,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini ""Maria Montessori"" (Comunale)",casadeibambini@comune.bolzano.it,Bolzano,Bolzano,0471910293,,Opera Nazionale Montessori - Trova Scuola registry,
"Casa dei bambini ""Montessori"" (Statale)",naee220002@istruzione.it,Napoli,Pompei,0818506209,https://www.pompeisecondocircolo.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini ""Montessori"" - I.C. ""Regina Elena"" (Statale)",rmic819001@istruzione.it,Roma,Roma,0642819809,https://www.icreginaelena.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini ""Orti di Spagna"" (Comunale)",infanzia.ortidispagna@comune.verona.it,Verona,Verona,045596650,https://www.comune.verona.it,Opera Nazionale Montessori - Trova Scuola registry,
"Casa dei bambini ""P. F. Calvi"" (Comunale - Paritaria)",materna.calvi@comune.mantova.it,Mantova,Mantova,0376302191,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini ""Parrocchia Sacra Famiglia"" (Paritaria)",casadeibambinife@virgilio.it,Ferrara,Ferrara,0532767412,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini ""Plesso Murelle"" (Statale)",naee15100r@istruzione.it,Napoli,Mugnano di Napoli,0815710410,https://www.cdsequino.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini ""Plesso S. Giovanni"" (Statale)",naee15100r@istruzione.it,Napoli,Mugnano di Napoli,0815710410,https://www.cdsequino.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini ""S. Maria dei Miracoli"" (Paritaria)",casadeibambini.ve@libero.it,Venezia,Venezia,0415223252,https://www.casadeibambini.ve.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini ""San Giusto"" (Paritaria)",amministrazione@montessori.trieste.it,Trieste,Trieste,040573060,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini ""The International School of Naples"" (Privata)",info@isnaples.it,Napoli,Napoli,0817628429,https://www.isnaples.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Casa dei Bambini (Privata) Progetto di Fattoria Sociale,ideainmovimento@gmail.it,Aosta,Gressan,,https://www.montessorinvalle.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini (STATALE) ""A. Manzoni""",pgee00300c@istruzione.it,Perugia,Perugia,0755052534,https://www.terzocircoloperugia.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini (STATALE) ""M. A. Paolini""",pgee00300c@istruzione.it,Perugia,Perugia,07533752,https://icperugia4.edu.it/struttura/scuola-dellinfanzia-alfieri/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini (STATALE) ""M. Montessori""",pgee00300c@istruzione.it,Perugia,Perugia,07533739,https://icperugia4.edu.it/struttura/scuola-dellinfanzia-montessori/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini (STATALE) ""Villaggio Kennedy""",pgee00200l@istruzione.it,Perugia,Perugia,0755054604,https://www.secondocircolopg.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini (STATALE) - II circolo didattico Garibaldi,baee04500b@istruzione.it,Bari,Altamura,080342066,https://www.garibaldialtamura.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei Bambini (Statale) e Primaria Rodari (Statale),miic8bk00l@istruzione.it,,Segrate/MI2,0226411001,https://www.icsabin.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini (STATALE) plesso di Scuola dell'infanzia di Valtesino di di Ripatransone,apic804003@istruzione.it,Ascoli Piceno,Ripatransone,07359234,https://iscripatransone.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini (Statale) Primaria (Statale) Montessori A. Scocchera,anic83100r@istruzione.it,Ancona,Castelfidardo,0717366027,https://icsoprani.gov.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini (Statale) Primaria (Statale) Montessori plesso Tofare,apic82900b@istruzione.it,Ascoli Piceno,Ascoli Piceno,073641764,https://www.isclucianiap.gov.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini (Statale) Primaria (Statale) plesso Scapezzano Montessori,anic848006@istruzione.it,Ancona,Senigallia,071660400,https://www.senigallianord.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini (Statale) Scuola dell'infanzia plesso Peter Pan,apic83600e@istruzione.it,Fermo,Porto Sant&#039;Elpidio,0734992287,https://www.isc1pse.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini (STATALE) Scuola Primaria (Statale) Montessori plesso Alfortville - Via Alfortville - 63074,apic83400v@istruzione.it,Ascoli Piceno,San Benedetto del Tronto,0735650237,https://www.iscsud.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei Bambini (Statale) Scuola Primaria (Statale) Montessori Sandro Pertini,apic80600p@istruzione.it,Ascoli Piceno,Pagliare del Tronto-Spinetoli,0717366027,https://iscspinetoli.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini (Statale) “G. Santucci”,pgee00200l@istruzione.it,Perugia,Perugia,0755010290,https://www.secondocircolopg.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini (Statale)Via Leonardo da Vinci, 10 – 20099",miic8eu00q@istruzione.it,Milano,Sesto San Giovanni,023658331,https://www.icbredasesto.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - Direzione Didattica 1° Circolo ""Leonardo da Vinci"" (Statale)",tpee001007@istruzione.it,Trapani,Trapani,092326980,https://www.cdleonardodavinci.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - I.C. ""G. G. Ciaccio Montalto"" (Statale)",tpic836004@istruzione.it,Trapani,Trapani,092320398,https://www.icciacciomontalto.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - I.C. ""Italo Calvino"" (Statale)",naic885001@istruzione.it,Napoli,Villaricca,0818181685,https://www.calvinovillaricca.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - I.C. ""Polo 2"" (Statale)",leic860006@istruzione.it,Lecce,Casarano,0833502884,https://www.casaranopolo2.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - I.C. ""Rita Levi Montalcini"" - plesso Casa dei bambini (Statale)",toic88300q@istruzione.it,Torino,Torino,,,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - I.C. ""U. Betti"" (Statale)",NOT_FOUND,Fermo,Fermo,0734224726,https://www.iscbettifermo.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini - I.C. Borgosatollo (Statale),bsic84600p@istruzione.it,Brescia,Borgosatollo,0302501557,https://istitutocomprensivoborgosatollo.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei Bambini - I.C. Tullio De Mauro (Statale),rmic8b5008@istruzione.it,Roma,Roma,0645437721,https://www.rmicviasanti65.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini - I.C. Via P. A. Micheli (Statale),rmic8d8001@istruzione.it,Roma,Roma,063221302,https://www.istitutocomprensivoviamicheli.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini - I.C. “G. Catalano – G. Moscati” (Statale),fgic86200b@istruzione.it,Foggia,Foggia,0881746552,htpps://www.iccatalanomoscati.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - plesso ""C. Ferrini"" (Statale)",rmic8eb00l@istruzione.it,Roma,Roma,068600694,https://www.scuolasinopoli.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - plesso ""Chiovini"" (Statale)",rmic8eg00q@istruzione.it,Roma,Roma,0687131853,https://www.filattiera84.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - plesso ""Francesco Crispi"" (Statale)",rmic8ft003@istruzione.it,Roma,Roma,065810022,https://www.iclargooriani.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - plesso ""Gianni Rodari"" (Statale)",mtic82500p@istruzione.it,Matera,Matera,0835333201,https://www.ictorracamatera.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - plesso ""Lorenzo Cuneo"" (Statale)",rmic8ge009@istruzione.it,Roma,Roma,0677209575,https://www.istitutocomprensivoceneda.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini - plesso ""Via dei Marsi"" (Statale)",rmic8g900l@istruzione.it,Roma,Roma,06 4453968 sez. A 39 0695061252 sez B,https://www.viicircolomontessori.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini - plesso di Via A. Guglielmi (Statale),fgee00800r@istruzione.it,Foggia,Foggia,0881631353,https://www.scuolasanpiox.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini - plesso Via dei Mille (Statale),mcic83600n@istruzione.it,Macerata,Civitanova Marche,0733772163,https://www.iscviaugobassi.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini A. Caregaro Negrin dipende da IC Zanella (statale),scuola.negrin@iczanella.net,Vicenza,Sandrigo,0444659089,https://iczanellasandrigo.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini bilingue ""Montessori International School"" (Privata)",michela.crismani@ghirigoro.it,Udine,Campoformido,3312818210,https://www.asilonidoudine.it/scuola-materna.html,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini bilingue con sezione primavera ""La Casa di Titto"" (Privata)",lacasadititto@yahoo.com,Milano,Cinisello Balsamo,3396652955,https://www.lacasadititto.com,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Casa dei bambini Corridoni (Statale),baic803007@istruzione.it,Bari,Bari,0805214347,http://www.umbertoibari.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini e Nido ""Anghingò"" (Privata e comunale)",asiloanghingo@gmail.com,Roma,Roma,067182415,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini e Primaria ""Angelo Mauri"" (Statale)",rmic8b400c@istruzione.it,Roma,Roma,068104305,http://ospitiweb.indire.it/icbrunomunari/index.htm,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini e Primaria ""Assisi International School"" (Statale)",ais@fondazionepatriziopaoletti.org,Perugia,Assisi,0759471123,https://www.assisinternationalschool.org/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini e Primaria ""Elena Guerra"" (Paritaria)",simonaq2004@yahoo.it,Roma,Roma,3345963952,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini e Primaria ""Montessori"" (Statale)",imic81700e@istruzione.it,Imperia,Sanremo,0184591379,https://www.comprensivolevante.com,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini e Primaria ""Scuola Montessori"" (Paritaria)",segreteria@scuolamontessorimilano.it,Milano,MIlano,022822754,https://www.scuolamontessorimilano.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Casa dei bambini e Primaria (Statale),pgic86000e@istruzione.it,Perugia,Foligno,0742350418,https://www.icfoligno2.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini e Primaria (Statale),tree00400x@istruzione.it,Terni,Terni,0744273932,htpts://www.dd.sangiovanni.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini e Primaria (Statale) I.S.C. ""Nord""",apic83300@istruzione.it,Ascoli Piceno,San Benedetto del Tronto,0735592458,https://www.iscnord.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini e Primaria - Fondazione Scuola Montessori di Bergamo (Paritaria),info@scuolamontessoribg.it,Bergamo,Bergamo,035242486,http://www.scuolamontessoribg.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini e Primaria - I. C. ""Leonardo Sinisgalli"" (Statale)",pzic87900x@istruzione.it,Potenza,Potenza,0971411793,https://www.icsinisgallipz.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini e Primaria - I.C. ""Viale Adriatico"" (Statale)",rmic813002@istruzione.it,Roma,Roma,0687188349,https://www.ic-vialeadriatico.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini e Primaria - IC ""Giovan Battista Valente"" (Statale)",rmic82300l@istruzione.it,Roma,Roma,062596165,,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini e primaria - IC Rende Commenda (statale),csic8ak00c@istruzione.it,Cosenza,Rende,0984463930,https://www.icrendecommenda.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini e Primaria - plesso Montessori - IX Circolo ""Manzoni"" (Statale)",fgee00900l@istruzione.it,Foggia,Foggia,0881776672,httsps://www.scuolamanzoni.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini e Primaria - plesso Via Monte Ruggero (Statale),rmic813002@istruzione.it,Roma,Roma,068180420,https://www.icvialeadriatico.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini e Primaria - plesso “Flaminia Guidi"" (Statale)",rmic8gg001@istruzione.it,Roma,Roma,0671582362,https://icparcodegliacquedotti.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini e Primaria di Via Sturzo (Statale),miic8fk00p@istruzione.it,Milano,Cornaredo,0293263511,https://ww.icsviadavinci.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei Bambini e Primaria Direzione Didattica Statale 4° Circolo (Statale),leee00400x@istruzione.it,Lecce,Lecce,0832342937,https://www.4circololecce.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini e Primaria I.C. di San Donato - plesso “Fabrizio De Andrè” (Pubblica),ssic85200n@istruzione.it,Sassari,Sassari,0792012057,https://www.icsandonato.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,
Casa dei bambini e Primaria Montessori (Paritaria),info@scuolamontessori.com,Milano,Milano,0233000723,https://www.scuolamontessori.com,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Casa dei bambini e Primaria Montessori - Scuola Montessori Bilingue di Milano,segreteria@montessoribilingue.it,Milano,Milano,0249530147,https://www.montessoribilingue.it,Opera Nazionale Montessori - Trova Scuola registry,
"Casa dei bambini e Primaria plesso ""Villa Paganini"" (Statale)",rmic8g900l@istruzione.it,Roma,Roma,06 8416793,https://www.viicircolomontessori.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini e Primaria Scuola Montessori Milano srl (Parificata),amministrazione@milanomontessori.it,Milano,Milano,0229001762,,Opera Nazionale Montessori - Trova Scuola registry,
Casa dei bambini e Primaria “Montessori” c/o Complesso Monumentale di S. Pietro (Statale),pgee03700g@istruzione.it,Perugia,Gubbio,0759274600,https://www.secondocircologubbio.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei Bambini e Scuola Primaria 2° circolo didattico - Plesso di Via Caprera,caee088006@istruzione.it,Cagliari,Capoterra,070729161,https://www.capoterra2.edu.it,Opera Nazionale Montessori - Trova Scuola registry,
Casa dei bambini e Scuola primaria “Giosué Carducci” - Istituto Comprensivo 20 (Statale),boic87900b@istruzione.it,Bologna,Bologna,051347890,https://www.istitutocomprensivo20bologna.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini Fondazione Scuola Materna e Asilo nido Rovato Centro (Paritaria),rovatocentro@email.it,Brescia,Rovato,0307721107,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini Fratte Rosa, dipende da I.C. ""Binotti"" (Statale)",psic83400e@istruzione.it,Pesaro Urbino,Torre San Marco di Fratte Rosa,0721777373,https://www.icbinottipergola.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini GiosaMente APS (Privata),info.gioiosamente@gmail.com,Reggio Emilia,Correggio,3755747052,https://www.montessoricorreggio.it/,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Casa dei bambini IC Pasquale Tola (Statale),ssic855005@istruzione.it,,Sassari,0792845254,https://www.icpasqualetolass.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini Istituto Canonico Latorre Scuola dell'infanzia Cuore di Gesù (Statale),bree02200r@istruzione.it,BR,Fasano,3201728674,https://www.collodifasano.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei Bambini Le Coccinelle,vric88900p@istruzione.it,VR,Verona,0458007177,https://www.ic18vr.edu.it,Opera Nazionale Montessori - Trova Scuola registry,
Casa dei bambini Maria Montessori (Statale),bgic8aa007@istruzione.it,Bergamo,Urgnano,035/891154,https://icurgnano.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei Bambini Montessori (Statale),anic81100g@istruzione.it,Ancona,Ancona,07131794,https://www.augustoscocchera.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini Montessori (Statale),anic85200t@istruzione.it,Ancona,Chiaravalle,071949142,https://www.icmontessoriano.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini Montessori - I.C. ""Falcone e Borsellino"" (Statale)",rmic804007@istruzione.it,Roma,Roma,06442336136,https://www.falconeborsellino.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei Bambini Montessori - Zelig Sociale Soc. Coop. Sociale ONLUS (Paritaria),bacconi@zeligsociale.it,Siena,Siena,0577601949,https://www.zeligsociale.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Casa dei bambini Montessori di Via Livenza (Statale),rmic8bl001@istruzione.it,Roma,Roma,0685354906,https://www.alfierilantedellarovere.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei Bambini Pavese (privata),info@montessoriattiva-pavia.it,Pavia,Sommo,3463167540,http://www.montessoriattiva-pavia.com,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Casa dei bambini plesso Barbara Rizzo (Statale),tpic84200b@istruzione.it,Trapani,Trapani,0923556943,https://www.icpertinitrapani.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini plesso Maria Montessori (Statale),tpic84200b@istruzione.itq,Trapani,Trapani,0923539178,https://www.icpertinitrapani.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale; SOURCE TYPO likely istruzione.it - verify before send
Casa dei Bambini Plesso Pizzigoni (Statale),bric81500g@istruzione.it,BR,Brindisi,0831584908,https://www.iccappuccinibrindisi.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini plesso “Tofare”,apic82800g@istruzione.it,Ascoli Piceno,Monteprandone,0735702474,https://www.icmonteprandone.gov.it/,Opera Nazionale Montessori - Trova Scuola registry,
Casa dei bambini Sacra famiglia (Paritaria),sacrafamigliamontessori@gmail.com,Brescia,"Corticelle Pieve, Dello",0308089232,https://www.facebook.com/sacrafamigliacorticelle/,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Casa dei bambini Scuola dell'infanzia plesso ""Aladino"" (Statale)",apic83600e@istruzione.it,FM,Porto Sant&#039;Elpidio,0734992287,http://www.isc1pse.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini Scuola dell'infanzia plesso Aladino,apic83600e@istruzione.it,Fermo,Porto Sant&#039;Elpidio,0734992287,https://www.isc1pse.gov.it,Opera Nazionale Montessori - Trova Scuola registry,
Casa dei bambini “Carducci” (Comunale),scuolainfanziacarducci@comune.bologna.it,Bologna,Bologna,051340264,https://www.comune.bologna.it/luoghi/scuola-infanzia-carducci,Opera Nazionale Montessori - Trova Scuola registry,
Casa dei bambini “M. Montessori” (Privata),casadeibambini@montessori-portorecanati.it,Macerata,Porto Recanati,3936789230,https://www.montessori-portorecanati.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Casa dei bambini “Piccolo Seme” (Progetto Culturale Condiviso),info@unvillaggiopercrescere.it,Parma,Parma,3273554663,https://www.unvilllaggiopercrescere.it,Opera Nazionale Montessori - Trova Scuola registry,
Casa dei bambini “Viale dei Gemelli” (Statale),naee346003@istruzione.it,Napoli,Giugliano di Campania,0818958351,http://www.quintocircologiugliano.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini, Primaria Montessori ""Anna Frank”, Scuola Secondaria di 1° grado (Statale)",miic82500q@istruzione.it,Milano,Cinisello Balsamo,0266047583,https://www.isc-paganelli.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei Bambini, Primaria Montessori, Scuola Secondaria di 1° grado - I.C. ""San Nilo"" (Statale)",info@icsannilo.edu.it,Roma,Grottaferrata (RM),0699573904,https://www.icsannilo.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei Bambini, Primaria Montessori, Scuola Secondaria di 1° grado - I.C. Bruno da Osimo (Statale)",anic843003@istruzione.it,Ancona,Osimo,071714528,https://brunodaosimo.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Casa dei bambini, Primaria Montessori, Scuola secondaria di I grado - I.C. Enrico Fermi",mcic82700v@istruzione.it,Macerata,Macerata,0733236611,https://fermimc.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,
"Casa dei bambini, Primaria, Scuola secondaria di 1° grado - I.C. ""Via G. Messina"" (Statale)",rmic839006@istruzione.it,Roma,Roma,067210164,https://www.icviagmessina.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
