School,Email,Region,City,Phone,Website,Source,Notes
Ladybird Nursery — JVC,info.jvc@ladybirdnursery.ae,Dubai,Jumeirah Village Circle,+971 4 344 1011,https://www.ladybirdnursery.ae,Own site (branch list),Third Dubai branch listed on own site
Roots Montessori Nursery — International City,NOT_FOUND,Dubai,International City (Al Aweer Rd),+971 50 997 0406,https://www.rootsmontessoriuae.com,Edarabia Montessori listing → own site,Nature-based Montessori; site uses enquiry form only; phone from Edarabia
Together We Montessori,NOT_FOUND,Dubai,Dubai,+971 4 258 3031,https://togetherwemontessori.com,Web search → own site,Phones +971 54 234 8844 also listed; email not published (form only)
Yellow Kite Nursery (Montessori + EYFS),operations@yellowkitenursery.com,Dubai,Dubai,,https://yellowkitenursery.com,Web search → own site,Markets dedicated Montessori nursery programme
Miles of Smiles Nursery (Montessori),NOT_FOUND,Dubai,Dubai,+971 50 377 5396,https://milesofsmiles.ae,Web search → own site,Montessori + multilingual; email not published (form only)
Redwood Montessori Nursery — Garhoud,info.garhoud@theredwoodnursery.com,Dubai,Al Garhoud,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Al Furjan,info.furjan@theredwoodnursery.com,Dubai,Al Furjan,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Jumeirah Park,info.jumeirahpark@theredwoodnursery.com,Dubai,Jumeirah Park,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Dubai Marina,info.marina@theredwoodnursery.com,Dubai,Dubai Marina,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Palm Jumeirah,info.palmdubai@theredwoodnursery.com,Dubai,Palm Jumeirah,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Tilal Al Ghaf,info.tilalalghaf@theredwoodnursery.com,Dubai,Tilal Al Ghaf,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Al Bateen,info.albateen@theredwoodnursery.com,Abu Dhabi,Al Bateen,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Al Nahyan,info.alnahyan@theredwoodnursery.com,Abu Dhabi,Al Nahyan,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Khalifa City,info.khalifa.city@theredwoodnursery.com,Abu Dhabi,Khalifa City,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — MBZ City,info.mbz@theredwoodnursery.com,Abu Dhabi,Mohammed Bin Zayed City,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Al Mushrif,info.mushrif@theredwoodnursery.com,Abu Dhabi,Al Mushrif,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Noya (Yas),info.noya@theredwoodnursery.com,Abu Dhabi,Noya / Yas Island,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Reem Island,info.reemisland@theredwoodnursery.com,Abu Dhabi,Al Reem Island,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Saadiyat Island,info.saadiyat.island@theredwoodnursery.com,Abu Dhabi,Saadiyat Island,+971 2 643 2888,https://www.theredwoodnursery.com,Edarabia + own site contact page,Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Redwood Montessori Nursery — Shams (Reem),info.shams@theredwoodnursery.com,Abu Dhabi,Shams Abu Dhabi,,https://www.theredwoodnursery.com,Own site contact page (Kids First Group),Per-branch email from own contact page; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Radiant Montessori Nursery,NOT_FOUND,Abu Dhabi,Abu Dhabi (Street 16),+971 2 445 5576,,Edarabia Montessori listing,Listed site rmn4me.com no longer resolves; phone only
Ladybird Nursery Abu Dhabi,NOT_FOUND,Abu Dhabi,Al Zaabi / Khalidiya,+971 2 658 1876,https://www.lady-bird-nursery.com,Edarabia Montessori listing,Own site erroring during crawl (Drupal error); phone from Edarabia
Bright Beginnings Nursery (Montessori),saadiyat@brightbeginnings.ae,Abu Dhabi,Al Mushrif,+971 2 449 2840,https://www.brightbeginnings.ae,Edarabia Montessori-curriculum filter → own site,Branch email shown on own site
Stepping Stones Nursery — Between Two Bridges,NOT_FOUND,Abu Dhabi,Bin Al Jesrain,+971 2 558 8318,,Edarabia Montessori-curriculum filter,steppingstones.ae no longer resolves; phone only
Stepping Stones Nursery — East Corniche,NOT_FOUND,Abu Dhabi,Corniche (Zone 1),+971 2 443 4430,,Edarabia Montessori-curriculum filter,steppingstones.ae no longer resolves; phone only
Ichiban Nurseries and Preschools — Al Bateen,NOT_FOUND,Abu Dhabi,Al Bateen,+971 2 639 3394,http://www.ichibanuae.com,Edarabia Montessori listing,Site blocks crawler (406); phone from Edarabia
Educare Nursery — Al Muroor,educarenursery@hotmail.com,Abu Dhabi,Al Muroor,+971 2 448 3744,https://educarenurseries.ae,Edarabia Montessori-curriculum filter → own site,Email from own site
Sunny Meadows Nursery (Montessori),info@sunny-meadows.com,Abu Dhabi,Khalifa City A,+971 2 556 0806,https://www.sunny-meadows.com,Edarabia Montessori listing → own site,Email from own site
The Montessori Children's Garden,info@themontessoricg.ae,Abu Dhabi,Abu Dhabi,+971 50 700 9017,https://themontessoricg.com,Web search → own site,Email from own site
Euphony Montessori Education Center,NOT_FOUND,Abu Dhabi,Madinat Zayed,+971 2 666 3545,https://euphonymontessori.com,Web search,Site is JS shell — email not extractable; phones 02 644 5225 / 055 343 7650
International Montessori Nursery,NOT_FOUND,Abu Dhabi,Bin Al Jesrain (Between Two Bridges),+971 2 558 0062,,uaenurseries.ae listing (gap-filler),No own site found; phone from aggregator
Little Feet Nursery,e.enquiry@littlefeetuae.com,Sharjah,Al Khan (Al Khalediya),+971 54 703 5821,https://www.littlefeetuae.com,Edarabia Montessori-curriculum filter → own site,Email from own site
Roots Nursery Sharjah (Kids World),NOT_FOUND,Sharjah,Al Nahda,+971 6 525 9521,http://www.kidsworlduae.com,Edarabia Montessori-curriculum filter,Site blocks crawler (406); phone from Edarabia
Planets Montessori Nursery,planets.montessori.uae@gmail.com,Al Ain (Abu Dhabi),Al Markhaniyyah,+971 54 423 9977,http://planets-montessori.com,Edarabia Montessori listing → own site,Email from own site
Fujairah Montessori Nursery,info@fujairahmontessori.com,Fujairah,Al Faseel,+971 9 223 8851,https://fujairahmontessori.com,Edarabia Montessori listing → own site contact page,Also fujairahmontessori@gmail.com
Just Like Home Nursery,nurseryjustlikehome@gmail.com,Ajman,Rashidiya (Villa 47 Opp Rashidiya Towers B3),+971 55 783 9017,https://justlikehomenursery.com,Edarabia Ajman listing → web search,Near Ajman Sports Club; email from web search results
Elina Garden Nursery,NOT_FOUND,Ajman,Al Jurf,+971 6 743 3288,https://www.uaenurseries.ae/nurseries/elina-garden-nursery-ajman/,Edarabia Ajman listing → web search,"EYFS+Montessori blend since 2012; MoE-accredited; no email published, phone/Facebook only"
Canadian Montessori Nursery — AUS/Al Majaz,Admin@cmn.ae,Sharjah,American University of Sharjah / Al Majaz,+971 54 509 1191,https://canadianmontessorinursery.com,Web search → own site contact page,Also info@canadianmontessorinursery.com; distinct branch/campus from the Dubai Canadian Montessori Nursery already listed above (same brand group)
Dalia Nursery,info@dalianursery.ae,Sharjah,"Al Nahda (Alyaa Towers, Opp. Sahara Centre)",+971 56 181 8850,https://www.dalianursery.ae,Web search → own site,Montessori-informed EYFS nursery; email from own site
Chubby Cheeks Nursery — Ras Al Khaimah,contact@chubbycheeksnursery.com,Ras Al Khaimah,Mina Al Arab Road (North RAK),+971 7 243 2251,https://www.chubbycheeksnursery.com,uaenurseries.ae montessori-curriculum search → own site,Group email (26+ branches UAE-wide); Montessori Curriculum tag among 3 curricula offered
Chubby Cheeks Nursery — Sharjah (Maryam),contact@chubbycheeksnursery.com,Sharjah,"Al Nahda area (Sharjah, Maryam branch)",+971 52 568 0254,https://www.chubbycheeksnursery.com,Own site branch directory,"Group email; second Sharjah branch also listed (Tawoon, +971 56 549 2515)"
Circle Time Nursery,NOT_FOUND,Dubai,Al Qusais (Al Nahda Road),+971 4 267 7997,https://circletimeuae.com,uaenurseries.ae montessori-curriculum search → own site,"Tagged ""Best Montessori Nurseries in Qusais 1""; no email published (contact form only)"
British Oak Montessori Nursery,admissions@britishoakmontessori.ae,Abu Dhabi,Al Ghadeer,+971 2 644 6266,https://britishoakmontessori.ae,uaenurseries.ae montessori-curriculum search → own site,Also info@britishoakmontessori.ae; email from own site contact page
Al Dana Nursery,uaq@aldananurseries.com,Umm Al Quwain,Umm Al Quwain,+971 6 767 2477,https://edcare.ae/nurseries/al-dana-nursery-umm-al-quwain,Web search (edcare.ae directory),"Chain nursery (ACMG group, est. 2010); teaches Montessori + Te Whāriki curricula; first UAQ entry in this list; per-branch email; MX_DEAD (no MX record Jul 6 2026 — email will bounce)"
Mulberry Tree Montessori Nursery,NOT_FOUND,Dubai,Jumeirah 3 (Villa 101 Al Zoubaidi St),,https://whichschooladvisor.com/uae/school-review/mulberry-tree-montessori-nursery,Web search,Near Sunset Mall off Jumeirah Beach Road; no email surfaced (WhichSchoolAdvisor gates contact details)
