"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"O.B. Montessori Child and Community Foundation — Pagsasarili Preschools","Philippines","AMBIGUOUS: https://www.facebook.com/pages/O.B.%20Montessori%20Pagsasarili%20School%20San%20Juan%20City/1883886908563434/","Activity level unclear from snippets","NONE","NONE","NONE","NONE","medium","Parent org OB Montessori Center's official page is facebook.com/obmcofficial (40,879 likes, clearly active) but that is the HQ school, not the Pagsasarili Foundation specifically; the Pagsasarili-specific San Juan page is plausible but unverified further"
"AIMPO Rwanda (Association pour la promotion Montessori)","Rwanda","AMBIGUOUS: https://www.facebook.com/mankindprogress.aimpo","Cannot confirm activity level from snippets alone; similar variant facebook.com/mankindprogress.aimpo.3 also surfaced","NONE","NONE","NONE","NONE","medium","AIMPO (African Initiative for Mankind Progress Organization) confirmed as correct org serving Batwa community in Rwanda since 2001 per aimpo.org; two similar-handle FB pages found, could not verify which is the live authentic page without direct access"
"All Are Friends Montessori","United States","https://www.facebook.com/pages/All%20Are%20Friends%20Montessori/117809851640615/","","","","","","medium","Name matches exactly but snippet did not confirm Foster City location"
"Antonio Paoli","United States","https://www.facebook.com/pages/Antonio%20Paoli%20Vega%20Alta/176967152352728/","","","","","","medium","Public Montessori school in Vega Alta, PR; multiple related pages found, exact primary page uncertain"
"Appleseed International School","United States","https://www.facebook.com/p/Appleseed-Montessori-School-100084723012783/","","","","","","medium","Sunnyvale CA confirmed in title; multiple pages exist under slightly different names for what appears to be the same school"
"Around the Sun Montessori","United States","https://www.facebook.com/Around-the-Sun-Montessori-294796864389/","","","","","","medium","Two candidate FB pages found — picked named page with clear Medina OH match"
"Asilo nido Arcobaleno ""Renilde Stoppani Montessori"" (Comunale)","Italy","https://www.facebook.com/montesanvito/posts/%EF%B8%8Favviso-iscrizioni-asilo-nido-arcobaleno-ae-20252026-si-informa-la-cittadinanza-/1024056546505019/","","","","","","medium","No dedicated FB page found; only the Comune di Monte San Vito municipal page posting an enrollment announcement"
"Bambini Montessori (Zimbabwe)","Zimbabwe","https://www.facebook.com/Bambini-Montessori-Zimbabwe-210984645741933/","","","","","bambiniprincipal@gmail.com","medium","Page matches country and city but snippet does not confirm Hillside suburb"
"Bilbao Montessori school","Mexico","https://www.facebook.com/pages/Colegio-Bilbao-Montessori-GuadalajaraJal/113605135323132","","","","","","medium","Multiple similarly-named FB page IDs found, likely duplicate/legacy listings for same school; both point to Guadalajara,Jal"
"Bridges Montessori Academy","United States","https://www.facebook.com/BridgesMontessoriAcademy/","","","https://www.linkedin.com/company/bridges-montessori-academy","","","medium","FB page found via search but snippet content restricted; other sources confirm St. Charles IL match; one result notes school may be closed as of Sept 2025"
"Burj Daycare Nursery (Montessori)","United Arab Emirates","https://www.facebook.com/arabi.ranch.7/","","","","","","medium","Page titled 'Burj Daycare Nursery AR II' plausibly matches Arabian Ranches 2 branch, but exact branch confirmation not visible in snippet"
"Montessori School St. Clair","United States","https://www.facebook.com/groups/1504971233097613/","unknown","","","","","medium","Only a FB group found (not a page); name matches, activity unclear"
"Montessori School XXI","Mexico","https://www.facebook.com/pages/Colegio-Montessori-Siglo-XXI/282949975370262","unknown","","","","","medium","Likely 'Colegio Montessori Siglo XXI' in Zapopan; login-walled page, city matches"
"Montessori School of North Hoffman","United States","https://www.facebook.com/MontessoriAcademyofNorthHoffman/","active","","","","","medium","Actual name is 'Montessori Academy of North Hoffman'; Hoffman Estates IL matches address"
"Montessori Studies Center SC","Mexico","https://www.facebook.com/cemontessori/","unknown","","","","","medium","Likely 'Centro de Estudios Montessori A.C.' (Spanish translation); Zapopan area match"
"Montessori Tunisie crèche et jardin d'enfants (Ariana)","Tunisia","https://www.facebook.com/montessoriTunisie/","active","","","","","medium","4,609 likes; page location shows Tunis not specifically Ariana district"
"Montessori for Modern Minds","United States","https://www.facebook.com/MontessoriforModernMinds/","active","","","","","medium","Located in Hinsdale IL (adjacent to/near Willowbrook IL), name exact match"
"Montessori of Gainesville – Casa dei Bambini","United States","https://www.facebook.com/pages/category/Preschool/Montessori-of-Gainesville-106395756124499/","unknown","","","","","medium","Category-listing page; Gainesville VA address matches, page content not fully accessible"
"Mosaico Junior","Brazil","https://www.facebook.com/mosaicomontessori/","unknown","","","","","medium","Likely 'Educação Mosaico Montessori'; São José dos Pinhais PR city matches"
"Nido (Comunale)","Italy","https://www.facebook.com/nidiosimo/","active - Asso Osimo municipal nursery network page","","","","","medium","No standalone page; part of Osimo municipal nurseries network page nidiosimo"
"Nido Arca dei bimbi","Italy","https://www.facebook.com/nidiosimo/","active - Asso Osimo municipal nursery network page","","","","","medium","Facility of Osimo municipal nurseries (Asso), no standalone page found"
"Nido Collefiorito","Italy","https://www.facebook.com/nidiosimo/","active - Asso Osimo municipal nursery network page","","","","","medium","Facility of Osimo municipal nurseries (Asso), no standalone page found"
"Nido Oasi dei Bimbi","Italy","https://www.facebook.com/nidiosimo/","active - Asso Osimo municipal nursery network page","","","","","medium","Facility of Osimo municipal nurseries (Asso), no standalone page found"
"Northwood Montessori School","United States","https://hi-in.facebook.com/pages/Northwood-Montessori-School/168368926512315","unclear","","","","","medium","Page found but no explicit Houston confirmation in snippet"
"Oaklawn Christian School","United States","https://m.facebook.com/profile.php?id=933082296784979","unclear","","","","","medium","Page found, Shawnee not explicitly confirmed in snippet"
"Pennington Montessori School","United States","https://www.facebook.com/818984098167816","unclear","","","","","medium","Pennington NJ alumni group also found; main school page location not explicitly confirmed in snippet"
"Primaria Colegio Montessori De Queretaro AC","Mexico","https://es-la.facebook.com/cmontessoriqro/","active","https://www.instagram.com/montessoriqro/","","","","medium","Matched to Colegio Montessori de Queretaro main page, likely same institution/campus, not exact 'AC Primaria' branch"
"Prince of Peace Montessori","United States","https://www.facebook.com/PrinceOfPeaceMontessori/","unclear - login required","","","","","medium","Covington location not explicitly confirmed in snippet; other Prince of Peace Montessori pages exist elsewhere (Augusta KS, Nigeria)"
"Prisma Montessori","Brazil","https://www.facebook.com/escolaprisma.montessori/","active - recent posts (Easter, family events)","","","","","medium","Name match; Niterói location not explicitly confirmed in snippet"
"Rooted Life Montessori","United States","https://www.facebook.com/rootedlifemontessori/","active","","","","","medium","Page confirmed for Burleson TX, not Cleburne TX (neighboring city) - city mismatch"
"Santiago Iglesias Pantin","United States","https://www.facebook.com/p/Escuela-Montessori-Santiago-Iglesias-Pantin-San-Juan-61553446108458/","","","","","","medium","Page says San Juan not Guaynabo specifically; same public Montessori school network, name matches closely"
"Scribbles Montessori School","United States","https://www.facebook.com/scrabblemontessorischool/","","","","","","medium","Page name is spelled 'Scrabble' but same address/school in Fremont CA confirmed via multiple sources"
"Seminole Montessori School","United States","https://www.facebook.com/SeminoleMontessori/","https://www.instagram.com/seminolemontessori/?hl=en","","","","","medium","Tallahassee FL match by name, but some sources indicate school may have closed in 2016"
"Smaller Scholars Montessori Academy","United States","https://www.facebook.com/SmallerScholarsMontessoriDairyAshford/","","","","","","medium","Dairy Ashford is a Houston neighborhood; page likely matches but full page content not verified"
"Southlake Montessori","United States","https://www.facebook.com/SouthlakeMontessori/","","","","","","medium","Page describes Grapevine TX location, not Southlake specifically, but same AMI-recognized school network"
"Springton Lake Montessori School","United States","https://www.facebook.com/p/Springton-Lake-Montessori-School-100063803417777/","","","","","","medium","Newtown Square PA match by name; school reportedly closed in 2022 but page may remain"
"St. Andrew's Episcopal School","United States","https://www.facebook.com/saecheights/","https://www.instagram.com/saesintheheights/?hl=en","","","","","medium","Heights Houston TX, AMS-affiliated Montessori program at 1819 Heights Blvd; FB page is for parent church/school combo"
"Stepping Stones Nursery — Between Two Bridges","United Arab Emirates","https://www.facebook.com/steppingstonesnurseriesandpreschools/","","https://www.instagram.com/steppingstonesuae/","","","Steppingstones.buteen@gmail.com","medium","Brand-wide FB page for all Stepping Stones UAE branches, not location-specific"
"Stepping Stones Nursery — East Corniche","United Arab Emirates","https://www.facebook.com/steppingstonesnurseriesandpreschools/","","https://www.instagram.com/steppingstonesuae/","","","","medium","Brand-wide FB page for all Stepping Stones UAE branches, not location-specific"
"TMS School","United States","https://www.facebook.com/tmsschoolofficial/","","","","","","medium","Page found but content restricted; name matches Richmond Hill ON school, location not fully confirmed from snippet"
"The Anglo-Italian School – Montessori Division","United States","https://www.facebook.com/aischooliscool/","unknown","","","","","medium","Page says Naples location; Bagnoli is a Naples district, plausible match but not explicitly confirmed"
"The Bilingual Montessori School of Paris","United States","https://www.facebook.com/bilingualmontessorischoolofparis/","unknown","https://www.instagram.com/bilingualmontessorischoolparis/","","","","medium","Paris location confirmed but CSV lists country as United States - likely data error; also has own website montessori-paris.com"
"The Boyd School – Lola's Place – Cascades","United States","https://www.facebook.com/theboydschoolinc/","unknown","https://www.instagram.com/theboydschool/","https://www.linkedin.com/company/the-boyd-school","","","medium","Boyd School (Sterling/Cascades campus) confirmed via multiple directories; exact page requires login to fully verify Lola's Place branding"
"The Child Care Center at 70th and Sand Point","United States","https://www.facebook.com/pages/The-Childcare-Center-At-70th-And-Sandpoint/383693714993946","unknown","","","","","medium","Name+location match but page requires login to view content"
"The Khabele School","United States","https://m.facebook.com/p/The-Khabele-school-100066754115285/","unknown","","","","","medium","Austin TX match via alumni group + page name, content not fully visible"
"The Learning Ladder Montessori Kabulonga","Zambia","https://www.facebook.com/thelearningladder/","active","https://www.instagram.com/the.learningladder/","","","","medium","Unified FB page for The Learning Ladder org (12242 likes); Kabulonga is one of their campuses, not a dedicated page"
"The Washington Market School","United States","https://www.facebook.com/399532923447977","unknown","","","","","medium","Tribeca NYC preschool confirmed via own site washingtonmarketschool.org; two candidate FB pages found, exact one not fully verified via login-gated content"
"Tsinglan School","United States","https://www.facebook.com/TsinglanChina/","active","","","","","medium","Dongguan China confirmed; CSV lists country as United States - data error, actual location China"
"Tyee Montesssori Elementary School","United States","https://www.facebook.com/pages/TYEE-Elementary-School/408585245861123","unknown","","","","","medium","Vancouver East confirmed as public Montessori program school; page content not fully verified"
"Village Montessori School","United States","https://www.facebook.com/VillageMontessoriandPreparatorySchool/","unknown","","","","","medium","Indianapolis match inferred as first/most relevant result (VMPS), not explicitly location-confirmed in snippet"
"Wayland Montessori School","United States","https://www.facebook.com/waylandmontessori/","active","","","","","medium","Name match confirmed via hiring/event posts; specific city (Wayland) not independently verified in snippets"
"Weinacker's Montessori School,Inc. Lake Forest","United States","https://www.facebook.com/p/Weinackers-Montessori-School-Daphne-100072376745896/","unknown","","","","","medium","Daphne AL page covers Lake Forest campus per video content; same page as Daphne row, not campus-specific"
"こどものその","Japan","https://www.facebook.com/kodomonosono/?locale=ja_JP","","","","","","medium","NPO Kodomo no Sono, Takaoka City Toyama - exact name+area match"
"こどもの家ポム（ＰＯＭＭＥ）","Japan","https://www.facebook.com/pages/こどもの家ポム/1289835481107540/","","","","","","medium","Ichikawa City implied by search context"
"こどもの森・フラップ Children's Forest Flap 南福岡園","Japan","https://www.facebook.com/Kodomonomori.flap/","","","","","","medium","Main Flap FB page found (Hakata-ku); may be parent org page not the Minami-Fukuoka branch specifically"
"こばと東保育園","Japan","https://www.facebook.com/pages/こばと東保育園/480410275374177/","","","","","","medium","Mito City - exact name match, single result"
"こばと東保育園分園","Japan","https://www.facebook.com/pages/こばと東保育園/480410275374177/","","","","","","medium","Branch of こばと東保育園, Mito City - same parent FB page"
"さいしょうじ幼稚園","Japan","https://www.facebook.com/pages/さいしょうじ幼稚園/978582058944930/","","","","","","medium","Yame City - dedicated page found, affiliated with Saishoji temple"
"さくら認定こども園","Japan","https://www.facebook.com/sakurakindergarten44/?locale=ja_JP","","","","","","medium","Utsunomiya City - exact match"
"しらかば保育園","Japan","https://www.facebook.com/pages/しらかば保育園/329459680447911/","","","","","","medium","Nago City - exact name match, single result"
"しらゆりこども園","Japan","https://www.facebook.com/pages/しらゆりこども園/629151460516827","","","","","","medium","Utsunomiya City - exact name match, single result"
"すばる幼稚園","Japan","https://www.facebook.com/pages/すばる幼稚園/453894648007765/","","","","","","medium","Hakui-gun Ishikawa - exact name match, single result, area corroborated by nearby local results"
"そがチャイルドハウス保育園","Japan","https://ja-jp.facebook.com/childhouse.ed.jp/","","","","","","medium","Chiba-shi Chuo-ku - matched via ed.jp domain FB alias, content corroborates Chuo-ku/Montessori"
"たかね保育園","Japan","https://www.facebook.com/pages/たかね保育園/277114422715919/","","","","","","medium","Machida City - exact name match, single result"
"かいけ心正こども園","Japan","https://www.facebook.com/kaike.shinsei/","","https://www.instagram.com/kaikeyouchien/","","","","medium","Yonago-shi Tottori - FB page is for parent org Gakko Hojin Kaike Youchien, area match confirmed"
"きらめき保育園","Japan","https://ja-jp.facebook.com/Kiramekihoikuen/","","","","","","medium","Kobe-shi Suma-ku - exact name match, Montessori education confirmed, page access limited in search results"
"きらら保育園","Japan","https://www.facebook.com/pages/きらら保育園/631936643661712/","","","","","","medium","Yokohama-shi Kanazawa-ku - exact name match, single result, operated by Shakai Fukushi Hojin Midorikai"
"ぎんなん保育園","Japan","https://www.facebook.com/pages/ぎんなん保育園/522314064460147/","","https://www.instagram.com/ginnanhoikuen/","","","","medium","Miyazaki-shi - exact name match, single result; a same-name school also exists in Kumamoto (different org), area not fully confirmed in FB page content"
"くすのき保育園","Japan","https://www.facebook.com/pages/くすのき保育園/378395526079907/","","","","","","medium","Kyoto-shi Nishikyo-ku - name match found but multiple same-name facilities exist in Kyoto (incl. Kyoto Prefectural Medical Univ daycare); not fully confirmed"
"くるみこども園","Japan","https://www.facebook.com/kurumikodomoen/?locale=ja_JP","","","","","","medium","Kanzaki-gun Saga (Yoshinogari-cho) - distinct FB page found for this name; area not explicitly confirmed in page content, other same-name schools exist elsewhere (Chiba, Osaka)"
"ぐりーと音楽教室・幼児教室","Japan","https://www.facebook.com/pages/ぐりーと音楽教室/188625757908920/","","","","","","medium","Takarazuka-shi Hyogo - exact name match; music school + Montessori-based preschool, website greet-y.jp confirms"
"こぐま保育園","Japan","https://www.facebook.com/pages/こぐま保育園/205086559990630/","","","","","","medium","Fukuoka-shi Sawara-ku - name match, Montessori education 30+ years confirmed via website; other same-name schools exist elsewhere (Tama-shi, Yamaguchi, Saitama) so not fully confirmed"
"こざくら保育園","Japan","https://www.facebook.com/pages/こざくら保育園/129460187102237/","","https://www.instagram.com/cumre_kozakura/","","","","medium","Hachinohe-shi Aomori - exact name match, single result, Montessori education confirmed via website"
"こどもの森・フラップ Children’s Forest Flap 南福岡園","Japan","https://www.facebook.com/Kodomonomori.flap/","","","","","","medium","Main Flap FB page found (Hakata-ku); may be parent org page not the Minami-Fukuoka branch specifically"
"このみ保育園","Japan","https://www.facebook.com/pages/このみ保育園/357057944384839/","","","","","","medium","Hachioji-shi - name match found, distinct from the unrelated このみ保育園 page in Omura/Nagasaki; area not fully confirmed in page content"
"さつき保育園","Japan","https://www.facebook.com/pages/さつき保育園/733820396787391/","","","","","","medium","Miyakonojo-shi Miyazaki - name match found; multiple same-name schools exist elsewhere (Adachi-ku, Hachioji-shi, Hatsukaichi-shi) so not fully confirmed"
"すみよし幼稚園","Japan","https://www.facebook.com/pages/すみよし幼稚園/1759089114202983/","","","","","","medium","name matches exactly but 長崎市 location not confirmable from snippet"
"ちどり幼稚園","Japan","https://www.facebook.com/p/学校法人田口学園ちどり幼稚園-100080336413218/","","","","","","medium","operator mismatch found in refined search (川尻学園 vs 田口学園); plausible but unverified"
"ちゃいるどはうす小さなおうち","Japan","https://www.facebook.com/childhouse.ed.jp/","","","","","","medium","Same operator/chain website as the confirmed FB page, but this specific branch name not shown in FB page title/snippet"
"つぼみの森保育園","Japan","https://www.facebook.com/pages/つぼみの森保育園/1515687625330241/","","","","","","medium","Page name decodes to exact match, but city could not be verified in the snippet"
"ゆたかこども園","Japan","https://www.facebook.com/pages/ゆたかこども園/132162570188322/","","","","","","medium","Name matches exactly; location (Ise-shi) not confirmed in snippet"
"ゆりかご幼稚園","Japan","https://www.facebook.com/pages/認定こども園 ゆりかご幼稚園・第二園舎/348653425762824/","","","","","","medium","Certified kindergarten Yurikago 2nd campus; likely same school, ward not confirmed in snippet"
"らららこども園","Japan","https://www.facebook.com/lalalakodomoen/","","","","","","medium","URL slug matches romanized name; Kiryu-shi location not confirmed in snippet"
"れんげ保育園","Japan","https://www.facebook.com/pages/れんげ保育園/1386158418114169/","","","","","","medium","Name matches exactly; Hitachi-shi location not confirmed in snippet"
"アソカナーサリー","Japan","https://www.facebook.com/pages/アソカナーサリー/1646199808742895/","","","","","","medium","Name matches exactly; Himi-shi location not confirmed in snippet"
"エクレス幼稚園","Japan","https://www.facebook.com/pages/岩谷学園附属エクレス幼稚園/326630244104780/","","","","","","medium","Iwatani Gakuen-affiliated Ecles Kindergarten page matches operator group; Tsuzuki-ku not directly confirmed in snippet"
"エトワール保育園","Japan","https://www.facebook.com/p/エトワール保育園日祝-開園-100054543650654/","","","","","","medium","Name matches (Etoile, open Sun/holidays); Mitaka-shi location not confirmed in snippet"
"エミールこども園","Japan","https://www.facebook.com/emilekodomoen/","","","","","","medium","Name matches exactly; Sawara-ku location not confirmed in snippet"
"みすゞ保育園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%99%E3%82%9E%E4%BF%9D%E8%82%B2%E5%9C%92/1909118879323225/","unknown","","","","","medium","Single FB page result matches name; location not confirmed in snippet"
"みつば幼稚園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%A4%E3%81%B0%E5%B9%BC%E7%A8%9A%E5%9C%92/207009142702162/","unknown","","","","","medium","FB page matches name for Miyakojima area; location not fully confirmed in snippet"
"みどりが丘保育園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%A9%E3%82%8A%E3%81%8C%E4%B8%98%E4%BF%9D%E8%82%B2%E5%9C%92/136449313122752/","unknown","","","","","medium","Single FB page result matches name; location (Kunohe-gun) not confirmed in snippet"
"みどりこ園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%A9%E3%82%8A%E3%81%93%E5%9C%92/112380155540548/","unknown","","","","","medium","Single FB page result matches name; Hiratsuka location not confirmed in snippet"
"みどりの園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%A9%E3%82%8A%E3%81%AE%E5%9C%92/279994065789251/","unknown","","","","","medium","Single FB page result matches name; Akiruno location not confirmed in snippet"
"みどり丘幼稚園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%81%A9%E3%82%8A%E4%B8%98%E5%B9%BC%E7%A8%9A%E5%9C%92/360252450722819/","unknown","","","","","medium","FB page matches exact name among several similar-name results; Toyono-gun location not confirmed in snippet"
"みやこのじょう児童学園","Japan","https://www.facebook.com/pages/%E3%81%BF%E3%82%84%E3%81%93%E3%81%AE%E3%81%98%E3%82%87%E3%81%86%E5%85%90%E7%AB%A5%E5%AD%A6%E5%9C%92/283484278730294/","unknown","","","","","medium","Single FB page result matches exact name; location not confirmed in snippet"
"むぎの穂第二保育園","Japan","https://www.facebook.com/pages/%E3%82%80%E3%81%8E%E3%81%AE%E7%A9%82%E7%AC%AC%E4%BA%8C%E4%BF%9D%E8%82%B2%E5%9C%92/360004440755087/","unknown","","","","","medium","Single FB page result matches exact name; Higashi-Osaka location not confirmed in snippet"
"めぐみの聖母保育園","Japan","https://www.facebook.com/pages/%E3%82%81%E3%81%90%E3%81%BF%E3%81%AE%E8%81%96%E6%AF%8D%E4%BF%9D%E8%82%B2%E5%9C%92/483429668448007/","unknown","","","","","medium","Single FB page result matches exact name; Koyu-gun location not confirmed in snippet"
"アイン 楽園町保育園","Japan","https://ja-jp.facebook.com/ein.hoikuen/","unknown","","","","","medium","Group-level Ain Hoikuen FB page found (ein.hoikuen), not location-specific to Rakuencho branch"
"アイン三枚町保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries (posts about individual branches); no dedicated page found for this branch"
"アイン弘明寺保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific post found under this page"
"アイン栗平保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific post found under this page"
"アイン武蔵小杉保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific post found under this page"
"アイン武蔵小杉北保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific introductory post found under this page"
"アイン能見台駅前保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific post found under this page"
"アイン金沢文庫保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; branch-specific post found under this page"
"アイン高島台保育園","Japan","https://www.facebook.com/ein.hoikuen/","active","","","","","medium","Shared group FB page for all Ein-brand nurseries; no branch-specific post found but same operator/page"
"Campus de Educação Integrada","Brazil","https://www.facebook.com/pages/Campus-de-Educação-Integrada/1131479570202741","","","","","","medium","matches name+city Jequié BA"
"Centro Montessori Nextie","Mexico","https://www.facebook.com/61561952976239/","","","","","","medium","Benito Juarez, Mexico City - FB page found via video post, page-ID only URL"
"Chesterfield Day School","United States","https://www.facebook.com/ChesterfieldDaySchoolAlumni/","","","","","","medium","only an Alumni page found (not official school page); confirmed school located Chesterfield MO"
"ハピネス保育園 大濠ビレッジ","Japan","https://www.facebook.com/happiness.hoikuen.jp/","","","","","none","medium","snippet confirms group covers Hirao & Shime villages, Ohori not explicitly mentioned in snippet but likely same network page"
"ハレルヤ保育園","Japan","https://www.facebook.com/pages/ハレルヤ保育園/1752528428410606/","","","","","","medium","two FB pages found for name match but city ""滝沢"" not confirmed in snippet"
"ハートピア保育園","Japan","https://www.facebook.com/pages/ハートピア保育園/149139255119663/","","","","","","medium","name match found but city ""鈴鹿"" not confirmed in snippet content"
"バンビーニゆめ","Japan","https://www.facebook.com/people/バンビーニゆめ/100057614613026/","","","","","","medium","snippet confirms Utsunomiya, Tochigi location but minimal public info"
"フロンティアキッズ PRIME 自由が丘校","Japan","https://www.facebook.com/people/フロンティアキッズ/100057588543227/","","","","","","medium","shared chain central FB page appears in search, branch not specifically confirmed"
"フロンティアキッズ上町","Japan","https://www.facebook.com/people/フロンティアキッズ/100057588543227/","","","","","","medium","shared chain central FB page; branch not specifically confirmed; has own Instagram (@frontierkids.kamimachi)"
"フロンティアキッズ加賀町","Japan","https://www.facebook.com/people/フロンティアキッズ/100057588543227/","","","","","","medium","shared chain central FB page; branch not specifically confirmed; has own Instagram (@frontierkidskagacho)"
"フロンティアキッズ夏目坂 分園","Japan","https://www.facebook.com/people/フロンティアキッズ/100057588543227/","","","","","","medium","shared chain central FB page; branch not specifically confirmed"
"フロンティアキッズ夏目坂 本園","Japan","https://www.facebook.com/people/フロンティアキッズ/100057588543227/","","","","","","medium","shared chain central FB page; branch not specifically confirmed"
"フロンティアキッズ市ヶ谷","Japan","https://www.facebook.com/people/フロンティアキッズ/100057588543227/","","","","","","medium","shared chain central FB page; branch not specifically confirmed; has own Instagram (@frontierkids_ichigaya)"
