"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"Casa Del Nino Bilingual Montessori","United States","https://www.facebook.com/casadelninoschool/","active","","","","","high","Casa del Niño Bilingual Montessori School, Chandler AZ"
"Casa Escola Dei Bambini","Brazil","https://www.facebook.com/CasaEscolaDeiBambini/","active, 2096 likes","","","","","high","matches name+city Farroupilha RS"
"Casa Escola Ninho do Saber","Brazil","https://www.facebook.com/casaescolaninhodosaber/","","","","","","high","Casa Escola Montessori Ninho do Saber, Imbituba SC"
"Casa Escola de Educação Infantil Estrelinha do Mar","Brazil","https://www.facebook.com/p/Casa-Escola-Estrelinha-do-Mar-100028126886682/","","","","","","high","matches name+city Capão da Canoa RS"
"Casa Montessori Child Development Center","United States","https://www.facebook.com/pages/Casa%20Montessori%20Child%20Development%20Center/478186325692229/","","","","","","high","matches name+city Marietta GA"
"Casa Yinu Montessori","Mexico","https://www.facebook.com/casayinu/","active","","","","","high","Casa Yinú Montessori, Guadalajara/Zapopan"
"Casa de Los Ninos Nan","Mexico","https://www.facebook.com/nanmontessori/?locale=es_LA","","","","","","high","Casa de los Niños Nan, Naucalpan de Juarez"
"Casa de Niños Montessori","Peru","","","","","","","none","San Miguel, Peru - no confirmed FB match; found Casa Montessori Peru/Kids in Lima but not confirmed as San Miguel specifically"
"Casa dei bambini ""Il Sassolino"" (Paritaria)","Italy","https://www.facebook.com/il.sassolino.bs/","active","","","","","high","matches name+city Gavardo, Scuola Montessori since 2007"
"Castle Hills Montessori","United States","https://www.facebook.com/CastleMontessoriCarrollton/","active, 487 likes","","","","","high","matches name+city Carrollton TX"
"Castle Montessori Frisco","United States","https://www.facebook.com/CastleMontessoriFrisco/","active","","","","","high","Castle Montessori of Frisco, Frisco TX"
"Castle Montessori of McKinney","United States","https://www.facebook.com/CastleMontessoriMcKinney/","active, 440 likes","","","","","high","matches name+city McKinney TX"
"Castle Montessori of Plano","United States","https://www.facebook.com/CastleMontessoriofPlano","","","","","","high","found incidentally via Frisco/McKinney searches - Plano TX"
"Castle Mound Montessori","United States","https://www.facebook.com/CastleMoundMontessori/","active","","","","","high","matches name+city Flower Mound TX"
"Casulo Instituto Montessori Bilíngue","Brazil","https://www.facebook.com/casulomontessori/","active, 8168 likes","","","","","high","matches name+city Fortaleza CE"
"Cedars Montessori School","United States","https://www.facebook.com/cedarsmontessori/","active","","","","","high","matches name+city Austin TX"
"Centennial Montessori School","United States","https://www.facebook.com/pages/Centennial-Montessori-School/672807879485245","","","","","","high","matches name+city San Mateo CA (27 Tenth Ave)"
"Centerra Ranch Montessori School","United States","https://www.facebook.com/centerraranchmontessori/","active","","","","","high","matches name, serves Katy and Fulshear TX"
"Centerville Montessori School","United States","","","","","","","none","Fremont CA - appears to now operate as Learn And Play Montessori (Centerville campus); old Montessori School of Centerville may be closed; no direct FB match for the original name"
"Centro Educacional Fundação Guairá","Brazil","https://www.facebook.com/guairafundacao/?locale=pt_BR","active","","","","","high","matches name+city Andrelândia MG"
"Centro Educacional Girassol","Brazil","https://www.facebook.com/people/Girassol-Centro-Educacional-Montessori/100063458923613/?locale=sv_SE","","","","","","high","confirmed Joaçaba SC via cegirassol.com.br address match"
"Centro Educacional Maria Montessori","Brazil","https://www.facebook.com/centroeducacionalmariamontessori/","","https://www.instagram.com/cemariamontessori/","","","","high","confirmed Campinas address (Av. Cruz e Souza, 281)"
"Centro Educacional Menino Jesus","Brazil","https://www.facebook.com/CemjMeninoJesus/","","","https://br.linkedin.com/company/cemj---centro-educacional-menino-jesus","","","high","matches name+city Florianópolis SC"
"Centro Montessori Nextie","Mexico","https://www.facebook.com/61561952976239/","","","","","","medium","Benito Juarez, Mexico City - FB page found via video post, page-ID only URL"
"Centro de Guias AMI Montessori Stopanni","Mexico","","","","","","","none","Zapopan/Guadalajara - multiple regional Stoppani FB pages found (USA, Mexico/Tijuana, Merida) but none confirmed specific to Zapopan center"
"Chalom Montessori School","Zambia","https://www.facebook.com/dreamchalom/","active, 96% recommend, 19 reviews","","https://www.linkedin.com/in/madrine-m-70a422175/","","","high","operates as 'Dream Chalom School', same address Plot 81 Ngwezi Road, Roma, Lusaka"
"Chateau School","United States","https://www.facebook.com/chateauschool/","","","","","","high","matches name+city Tokyo (Minato-ku)"
"Cherry Montessori Kindergarten and Elementary School","Ethiopia","","","","","","","none","Mekelle - no FB match found; other Cherry Montessori schools are in Indonesia/Ghana/US, not Ethiopia"
"Chesterfield Day School","United States","https://www.facebook.com/ChesterfieldDaySchoolAlumni/","","","","","","medium","only an Alumni page found (not official school page); confirmed school located Chesterfield MO"
"Chicago Montessori","United States","","","","","","","none","generic name, many distinct Chicago Montessori schools found but none named exactly 'Chicago Montessori'"
"Child's Way Jewish Montessori School","United States","","","","","","","none","West Orange NJ - no FB page found for this specific school (aka Derech Hayeled)"
"Children's House International Montessori School","Uganda","","","","","","","none","Kampala/Naguru - no confirmed FB match despite several similarly-named schools found elsewhere"
"Children's House Montessori School","United States","https://www.facebook.com/p/The-Childrens-House-Montessori-School-of-Ocean-Springs-MS-100056290483748/","","","","","","high","matches name+city Ocean Springs MS"
"Children's House Montessori School","United States","https://www.facebook.com/ChildrensHouseMontessoriSchool/","active, 613 likes","","","","","high","matches name+city Little Rock AR, since 1973"
"Children's House Montessori School—Arlington","United States","https://www.facebook.com/CHMSArlington/","","","","","","high","matches name+city Arlington VA"
"Children's House of Durango","United States","https://www.facebook.com/p/Childrens-House-of-Durango-LLC-100054507998411/","active, 240 likes","","","","","high","matches name+city Durango CO, 30+ years"
"Children's House of Miss Tammie","United States","https://www.facebook.com/p/Childrens-House-of-Miss-Tammie-Montessori-School-100066642667721/","66 likes","","","","","high","matches name+city Chicago (Hyde Park)"
"Children's Learning World A Montessori School Inc.","United States","","","","","","","none","Skokie IL - no FB page found; only official website clw-montessori.com surfaced"
"Children's Own Workshop School","United States","","","","","","","none","Causeway Bay (Hong Kong per source data listed as US) - no FB match found"
"Children, Inc. Extended Day Preschool at Pleasant Ridge Montessori","United States","https://www.facebook.com/PleasantRidgeMontessori/","active","","","","","high","Pleasant Ridge Montessori, Cincinnati OH"
