"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"Colégio Nossa Senhora das Dores","Brazil","https://www.facebook.com/cnsduberaba/","active, posts about school history (135 anos) and events","","","","","high","Confirmed Uberaba (CNSD) match, founded 1885"
"Colégio Novo Alicerce","Brazil","https://www.facebook.com/colegio.novoalicerce/","page exists","","","","","high","Confirmed São Paulo match, founded 1977, ages 0-6"
"Colégio Santa Úrsula","Brazil","https://www.facebook.com/colegiosantaursularp/","active, 110th anniversary posts, EGC 2026 event welcome","","","","","high","Confirmed Ribeirão Preto (RP handle) match"
"Colégio Santo Agostinho","Brazil","","","","","","","none","Multiple chain locations found (SP, BH, RJ, Nova Lima, Breves) but none in Ipiaú"
"Colégio Sigma","Brazil","https://www.facebook.com/sigmalages/","active, 3040 likes, Montessori kindergarten-9th grade","","","","","high","Confirmed Lages SC match via handle"
"Community Montessori Academy","United States","","","","","","","none","Only found Serenity Montessori Academy (different school) in Verona NJ; no FB match for Community Montessori Academy"
"Community Montessori School—Natick","United States","","","","","","","none","Found Community Montessori School pages for Tampa, Ohio, Kentucky, Georgetown TX, Phoenix, Reston VA - none for Natick MA"
"Compass Star Montessori","United States","","","","","","","none","No FB page found; other Compass Montessori pages found are different orgs (Compass Montessori Junior High, Compass Montessori School)"
"Comunidad Educativa Inclusiva Karuna Montessori","Mexico","https://www.facebook.com/ComunidadKarunaMontessori/","active, 501 likes, 117 check-ins","","","","","high","Confirmed Puebla City match, inclusive Montessori community"
"Comunidad Educativa Ixhua","Mexico","https://www.facebook.com/IxhuaEducation/","page exists","","","","","high","Confirmed La Magdalena Contreras, CDMX address match"
"Comunidad Infantil Maria Montessori","Mexico","","","","","","","none","School confirmed to exist in Puebla (Río Jamapa address) but no distinct Facebook page found for it"
"Comunidad educativa Zauberland","United States","https://www.facebook.com/cezauberland/","active, 2173 likes, 79 visits, partnership content","","","","","high","Confirmed Aguascalientes match (country field in source data appears mislabeled as United States, actual location is Mexico)"
"Cooperativa Montessori Trevelin","Argentina","https://www.facebook.com/100063715753735/","active, 950 likes, posts about founding history (2019)","https://www.instagram.com/montessoritrevelin/","","","","high","Confirmed Trevelin, Chubut, Argentina match; educational cooperative founded 2019"
"Copper Beech Montessori School","United States","https://www.facebook.com/pages/Copper-Beech-Montessori/149798085072968","page exists, no content visible in snippet","","","","","medium","Page name matches but Jamaica Plain MA location not directly shown in FB snippet (confirmed via GreatSchools/other sources)"
"Corner of Hope Montessori (Kisima)","Kenya","","","","","","","none","No dedicated FB page found; school is referenced within Montessori ESF/AMI network pages, not its own page"
"Corner of Hope Montessori (New Canaan)","Kenya","","","","","","","none","No dedicated FB page found; referenced only within Montessori ESF/AMI/Maria Montessori Institute pages"
"Cornerstone Montessori","United States","https://www.facebook.com/cornerstoneillinois/","page exists","","","","","high","Confirmed North Riverside IL match directly in title"
"Cornus Montessori School","United States","","","","","","","none","No FB page found; several other Chantilly-area Montessori schools found but none matching Cornus Montessori specifically"
"Corte Madera Montessori","United States","https://www.facebook.com/pages/Corte-Madera-Montessori/368481553327624","page exists, no content visible in snippet","","","","","medium","Exact name match but location not independently confirmed in snippet"
"Cottage Montessori School","United States","https://www.facebook.com/CottageMontessoriSchoolFresno/","page exists","","","","","high","Confirmed Fresno match via page handle"
