"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"Pulse of Life Kindergarten","Syria","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No Facebook page or other social profile found matching this specific kindergarten name in Dara'a; searches returned only unrelated Dara'a community pages and an unrelated 'Pulse and Life' volunteer team"
"Rays of Hope Montessori School","Uganda","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Could not confirm a Lubowa, Kampala location; found similarly named but geographically distinct orgs (Rays of Hope for Uganda in Kaberamaido/Akokoma, Rays Of Hope Junior School in Kyengera) that do not clearly match Lubowa -- none reported since unverifiable"
"Salado Montessori Inc.","United States","https://www.facebook.com/SaladoMontessori/","Active, 576 likes, 417 check-ins, recent event promotion post","https://www.instagram.com/saladomontessori/","NONE","NONE","office@saladomontessori.com","high","Matches official school name, address, and website saladomontessori.com exactly"
"Sekoly Kintana (Trilingual Montessori School)","Madagascar","https://www.facebook.com/sekolykintana","Facebook link found directly embedded on the school's own official homepage header","NONE","NONE","NONE","info@sekolykintana.org","high","Confirmed directly from sekolykintana.org homepage which links to this exact Facebook URL as their own page"
"Shishinda Catholic Montessori School","Ethiopia","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No confirmed Facebook page found; one Amharic-named candidate page surfaced but page content was inaccessible and name only partially matched -- not reported as a match"
"Shishur Sevay (Childlife Preserve)","India","https://www.facebook.com/ShishurSevay/","Active, 1,442 likes, posts/videos/reels visible incl. recent Teachers' Day post","NONE","NONE","NONE","NONE","high","Page name matches organization exactly, located Kolkata, matches official website shishursevay.org"
"St. Croix Montessori School","United States Virgin Islands","https://www.facebook.com/StCroixMontessori/","Active, 1,376 likes, 206 visits","NONE","NONE","NONE","info@stxmontessori.com","high","Matches official school name and Christiansted location exactly, corroborated by official website stcroixmontessori.com"
"St. Joseph Montessori School (Likwakwanda)","Malawi","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No dedicated FB page found after multiple searches (school name, Thyolo, Likwakwanda, Warm Heart Ministries); only unrelated same-named schools elsewhere (Columbus OH, Joliet IL, Buduburam Ghana) surfaced"
"St. Joseph Montessori School (Ndirima-Litembo)","Tanzania","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No dedicated FB page found across several query variants (school name, Ndirima, Songea, VLA Global Foundation); only unrelated St Joseph schools in Tanzania surfaced"
"St. Justin's Montessori School","Ethiopia","AMBIGUOUS: https://www.facebook.com/vincentian.l.missionaries/","Parent org page active, occasionally posts about Ambo projects","NONE","NONE","NONE","NONE","low","School itself has no dedicated FB page found; run by Vincentian Lay Missionaries Ireland, whose org FB page is the only related presence"
"Tartu Forselius School (Montessori classroom)","Estonia","https://www.facebook.com/forseliusekool/","Active, recent live videos and posts","NONE","NONE","NONE","NONE","high","Confirmed match: Tartu Forseliuse Kool opened Estonia's first public-school Montessori class in Sept 2024; page is for the whole school, Montessori class is one program within it"
"TESMA — Trilingual Elementary Montessori School of Madagascar","Madagascar","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No dedicated FB page found despite multiple query variants; facebook.com/TMESNM is a different unrelated school; parent partner org Education For Madagascar has an active FB page but is not TESMA-specific"
"The Sundrop School","United States","https://www.facebook.com/sundropmontessori/","Active, recent posts referencing current session and ongoing programs","https://www.instagram.com/sundropmontessori/","NONE","NONE","info@sundropmontessori.com","high","Confirmed match, Roscommon MI nature-based Montessori school matches brief exactly"
"Victoria Montessori School","Uganda","https://www.facebook.com/victoriamontessorischools","Page exists, no clear recent-activity date visible in snippets","NONE","NONE","NONE","NONE","high","Confirmed Entebbe/Kampala Road school founded 2001, only AMS school in Uganda, matches brief closely; other FB URL variants appear to be duplicates"
"VsI Garstycios Grudelis (The Mustard Seed)","Lithuania","https://www.facebook.com/garstyciosgrudelisdarzelis/","Active, recent video posts visible in search results","NONE","NONE","NONE","NONE","high","Confirmed Kaunas Montessori kindergarten matches MGGF grant listing exactly; name translates to Mustard Seed as expected"
"Vusumnotfo — Building a Preschool in Rural Swaziland","Eswatini","https://www.facebook.com/people/VusumnotfoEswatini/100069255605925/","Active, ~1,067 likes, 4 talking about it, 3 check-ins","https://www.instagram.com/vusumnotfo.eswatini/","NONE","NONE","NONE","high","Confirmed via own website vusumnotfo.org, Piggs Peak northern Eswatini community org matches brief exactly; org is a broader early-childhood community program, not solely a single preschool building"
"Zama Montessori Centre","South Africa","NONE","NONE","NONE","NONE","NONE","zamamont@webmail.co.za","low","No confirmed Facebook page found after multiple searches; founder confirmed as Bukelwa Selema per samontessori.org.za but no matching centre FB page located. Email found incidentally via Benoni City Times article -- flag back to email track since a working address may exist"
"AIMPO Rwanda (Association pour la promotion Montessori)","Rwanda","AMBIGUOUS: https://www.facebook.com/mankindprogress.aimpo","Cannot confirm activity level from snippets alone; similar variant facebook.com/mankindprogress.aimpo.3 also surfaced","NONE","NONE","NONE","NONE","medium","AIMPO (African Initiative for Mankind Progress Organization) confirmed as correct org serving Batwa community in Rwanda since 2001 per aimpo.org; two similar-handle FB pages found, could not verify which is the live authentic page without direct access"
