School,Email,Region,City,Phone,Website,Source,Notes
Incarnations Montessori,admin@incarnations.co.in,Karnataka,Bangalore,+91 80 26653777,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Jackfruit House Montessori House of Children,jackfruit.house@gmail.com,Karnataka,Bangalore,080 23319999,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC
Nurture Montessori House of Children,nurturemontessori2009@gmail.com,Karnataka,Bangalore,9845860584,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC
Prayag Montessori,prayag_montessori@yahoo.co.in,Karnataka,Bangalore,98454 95486,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Premanjali Shaale (Premanjali Foundation),padmarekha41@yahoo.com,Karnataka,Bangalore,9448295026,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC
Parijatha Montessori House of Children,parijathamontessori@gmail.com,Karnataka,Bangalore,98458 78874,www.parijathamontessori.in,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Seven Senses House of Children,sevensenses_montessori@yahoo.in,Karnataka,Bangalore,9880034872,http://www.sevensensesmontessori.com,IMC Recognized School,IMC-recognized MHOC
Siksha Montessori House of Children,admin@siksha.co.in,Karnataka,Bangalore,+91-80-41465474,www.siksha.co.in,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Shishu Griha Montessori and High School,contact@sishugriha.in,Karnataka,Bangalore,25213940,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Shraddha Montessori House of Children,lalitha.r66@gmail.com,Karnataka,Bangalore,080-26722156,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC
Touch Internationale Montessori House of Children,touch.internationale@gmail.com,Karnataka,Bangalore,6530 6843,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC
Vidyanjali Academy for Learning,director@vidyanjali.in,Karnataka,Bangalore,9980633991,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Vistas Montessori,roja.mekapati@gmail.com,Karnataka,Bangalore,2648 4270,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC
Unicus Montessori House of Children,vinuthakribanandan@gmail.com,Karnataka,Bangalore,9535168213,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC
V School,geetha@vschool.in,Karnataka,Bangalore,+91-9880905511,www.vschool.in,IMC Recognized School,IMC-recognized MHOC preliminary recognition
Aalam Montessori House of Children,csboopathy@gmail.com,Tamil Nadu,Coimbatore,9047383435,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC
Al-Qamar Academy,correspondent@alqamaracademy.in,Tamil Nadu,Chennai,044 2451 1226,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC; NOTE prior campaign shows a different Al Qamar Academy as dead lead — verify same entity before contact; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Bodhana Montessori House of Children,Bodhanahoc@gmail.com,Tamil Nadu,Chennai,09840884533,www.bodhanahoc.com,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Learning Tree Montessori School (Adyar),mail@learningtreechennai.com,Tamil Nadu,Chennai,044-2446 1470,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Patasala Montessori School,montessori.patasala@gmail.com,Tamil Nadu,Chennai,044 28175310,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Sharanalaya Montessori School,sharanalayaschool@gmail.com,Tamil Nadu,Chennai,044-28175427,www.sharanalayaschool.com,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Sishya Academy,sishyaacademy@gmail.com,Tamil Nadu,Cumbum (Theni Dt),04554-272989,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC
Sprouts Montessori House of Children,sproutsmont@gmail.com,Tamil Nadu,Chennai,044-42074072,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Stepping Stone Montessori House of Children,renulamech@gmail.com,Tamil Nadu,Chennai,9840775076,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC
Vel International Public School,admin@velinternational.com,Tamil Nadu,Coimbatore,0422 2400949,NOT_FOUND,IMC Recognized School,IMC-recognized MHOC; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Navadisha Montessori School,correspondence@navadishaschool.org,Tamil Nadu,Chennai,9677019347,NOT_FOUND,"WebSearch (webindia123/targetstudy directory, montessori-india.org portfolio)",Longstanding Chennai Montessori community — Navadisha Montessori Foundation est. 2004
Akira Montessori House,info@akiramontessori.com,Maharashtra,Mumbai,NOT_FOUND,https://www.akiramontessori.com,montessori-mumbai.org/montessori-schools-in-mumbai (RTI directory),Mumbai RTI-affiliated directory
Besant Montessori School,besantschool@gmail.com,Maharashtra,Mumbai,NOT_FOUND,http://besantschool.wixsite.com/bestschool,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Casa Bambino Montessori,info@casabambino.com,Maharashtra,Mumbai,NOT_FOUND,http://www.casabambino.com,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory
Casa Vista Montessori,casavistamontessoriprep@gmail.com,Maharashtra,Mumbai,NOT_FOUND,https://www.casavistamontessori.in,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Clay Montessori,hey@claymontessori.in,Maharashtra,Mumbai,NOT_FOUND,https://claymontessori.in,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory
Da Vinci Montessori,admin@davincimontessori.com,Maharashtra,Mumbai,NOT_FOUND,http://davincimontessori.com,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Discovery Montessori,info@discoverymontessori.net,Maharashtra,Mumbai,NOT_FOUND,NOT_FOUND,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; MX_DEAD (no MX record Jul 6 2026 — email will bounce)
Harmony Montessori,pooja@harmonymontessori.co.in,Maharashtra,Mumbai,NOT_FOUND,https://www.harmonymontessori.co.in,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
I Cube Montessori,reachus@icubemontessori.com,Maharashtra,Mumbai,NOT_FOUND,https://icubemontessori.com,montessori-mumbai.org/montessori-schools-in-mumbai,ALREADY_CONTACTED — prior campaign sent CV + Montree pitch Apr 14
Imprints Montessori (Borivali West),imprintsmontessori@gmail.com,Maharashtra,Mumbai,NOT_FOUND,NOT_FOUND,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Kinderhome Montessori,kinderhomemontessori@gmail.com,Maharashtra,Mumbai,NOT_FOUND,http://kinderhomemontessori.com,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Little Thinkers Montessori,info@littlethinkersmontessori.co.in,Maharashtra,Mumbai,NOT_FOUND,http://www.littlethinkersmontessori.co.in,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Meraki Montessori International,info@merakimontessori.in,Maharashtra,Mumbai,NOT_FOUND,https://merakimontessori.in,montessori-mumbai.org/montessori-schools-in-mumbai,ALREADY_CONTACTED — prior campaign sent CV Apr 13
Neriah Montessori,admin@neriahmontessori.com,Maharashtra,Mumbai,NOT_FOUND,https://neriahmontessori.com,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Pink And Blue Tales Montessori,pinkandbluetales@gmail.com,Maharashtra,Mumbai,NOT_FOUND,https://pinkandbluetales.com,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory
RTI International Montessori School,rtimontessori@gmail.com,Maharashtra,Mumbai,NOT_FOUND,https://rtischool.org,montessori-mumbai.org/montessori-schools-in-mumbai,"Runs alongside the AMI-affiliated RTI training institute, Sir Ratan Tata Institute; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting"
Sapling Diya Montessori,info@diyamontessori.in,Maharashtra,Pune,NOT_FOUND,https://diyamontessori.in,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory (Pune location); PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Savi Montessori,savimontessori@gmail.com,Maharashtra,Mumbai,NOT_FOUND,https://savimontessori.com,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory (Chembur East); PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Sweven Montessori,school@swevenedu.com,Maharashtra,Mumbai,NOT_FOUND,https://www.swevenmontessori.com,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory (Vikhroli West); PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
The Bumblebee Montessori,thebumblebeemontessori@gmail.com,Maharashtra,Mumbai,NOT_FOUND,https://thebumblebeemontessori.com,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
The Montessori School Internationale,enquyries@tmsi.in,Maharashtra,Mumbai,NOT_FOUND,https://themontessorischoolinternationale.com,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Trillium Montessori,support@trilliummontessori.org,Maharashtra,Mumbai,NOT_FOUND,https://www.trilliummontessori.org,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory
Ubuntu Montessori,montessoriubuntu@gmail.com,Maharashtra,Mumbai,NOT_FOUND,https://www.ubuntumontessori.in,montessori-mumbai.org/montessori-schools-in-mumbai,Mumbai RTI-affiliated directory; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Veda Montessori,vedamontessori@gmail.com,Maharashtra,Mumbai,NOT_FOUND,https://vedamontessori.com,montessori-mumbai.org/montessori-schools-in-mumbai,"Mumbai RTI-affiliated directory; campuses Vile Parle, Andheri, Juhu; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting"
Hosanna House Montessori,info@hosannahousemontessori.co.in,Maharashtra,Mumbai,NOT_FOUND,https://hosannahousemontessori.co.in,WebSearch,Independent find outside RTI directory
Our Montessori House,admin@ourmontessorihouse.com,Delhi NCR,New Delhi (Vasant Kunj),9599206199,https://ourmontessorihouse.com,WebSearch (ourmontessorihouse.com/contact-us),Delhi NCR
Modern Montessori School India,info@modernmontessoriindia.com,Delhi NCR,Gurgaon (DLF Phase-1),NOT_FOUND,https://www.modernmontessoriindia.com,WebSearch (modernmontessoriindia.com/contact-us.php),Delhi NCR
IMTC Gurgaon,NOT_FOUND,Delhi NCR,Gurgaon,NOT_FOUND,https://imtcgurgaon.com,WebSearch,"IMTC-affiliated training + preschool centre, not confirmed school-only — verify before contact"
ABC Montessori School,abcm.punemf@gmail.com,Maharashtra,Pune (Tingre Nagar),+91-9890180380,NOT_FOUND,WebSearch,Pune
Pragnya Montessori School,info@pragnyamontessori.com,Telangana,Hyderabad (Pragathi Nagar/Kukatpally),+91 7675985869,https://pragnyamontessori.com,WebSearch + direct site fetch,"Full Montessori Primary-Erdkinder (to age 16), IGCSE-aligned"
Taraporewallas Montessori House of Children,info@taraporewallas.com,Telangana,Hyderabad (Banjara Hills + Narsingi),+91 8096880781,https://taraporewallas.com,WebSearch + direct site fetch,"Est. 1953 — two branches, same email"
Srishti Montessori School,srishtimontessorischool1995@gmail.com,Tamil Nadu,Chennai (Nungambakkam),9884167256,https://www.srishtimontessorischool.co.in,WebSearch,Est. 1995
Kalpavriksh Montessori Community School,info@kalpavrikshmontessori.com,Tamil Nadu,Chennai (Anna Nagar + Mogappair),81444 37755,https://www.kalpavrikshmontessori.com,WebSearch + direct site fetch,"Teacher/parent-owned community school, two campuses"
Roots Montessori,rootsmontessori@gmail.com,Karnataka,Bangalore (Jayanagar),+91 80 2653 8438,http://rootsmontessori.com,WebSearch,8th Block Jayanagar
DV Montessori School,dvmontessorischool@gmail.com,Gujarat,Ahmedabad (Chandkheda),919033893389,https://www.dvms.co.in,WebSearch,Two campuses (Chandkheda + Palanpur)
Ahmedabad Montessori School,ahmedabadmontessorischool@gmail.com,Gujarat,Ahmedabad (Bodakdev),+91-9825097068,https://ahmedabadmontessorischool.com,WebSearch + direct site fetch,NOT_FOUND
Chisel Montessori School,admin@chiselmontessori.com,Tamil Nadu,Chennai (Nanganallur/Selaiyur/Mugalivakkam/Velachery),NOT_FOUND,https://chiselmontessori.com,WebSearch,Multi-campus Chennai group
Prakriya Green Wisdom School,admissions@prakriyaschool.edu.in,Karnataka,Bangalore (Doddakannelli/Sarjapur Road),6364012999,https://prakriyaschool.edu.in,WebSearch,"Larger K-12 school offering Montessori early-years program, not pure-play Montessori — quality bar borderline but includes real Montessori environment"
PEP School v2,contact@pepschoolv2.com,Karnataka,Bangalore (HSR Layout/Whitefield/Sarjapur),636 055 8307,https://www.pepschoolv2.com,WebSearch,Multi-campus Bangalore Montessori group
National Public School Indiranagar,admissions@npsinr.com,Karnataka,Bangalore (Indiranagar),+91-80-25280611,https://www.npsinr.com,WebSearch,Runs a dedicated Montessori admissions track alongside K12
Head Start Montessori School (Koramangala),enquiries@headstart.edu.in,Karnataka,Bangalore (Koramangala),080 25537025,https://headstart.edu.in,WebSearch,Same group as the IMC-recognized Head Start entries above — different email variant seen on official site; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Global Montessori Centre & Play Home,globalmcentreph@gmail.com,Karnataka,Bangalore (HSR Layout),9035831010,https://globalmontessoricentre.in,WebSearch,HSR Layout Sector 6
Sparkles Montessori,info@sparklesmontessori.in,Telangana,Hyderabad (Gachibowli + Banjara Hills),+91 81427 55552,https://www.sparklesmontessori.in,WebSearch,Two campuses ages 18mo-12yr
Vidya Vahini School,vaathapi@gmail.com,Karnataka,Bangalore (Vishwaneedam),NOT_FOUND,NOT_FOUND,WebSearch,IMC member school
Sydney Montessori Schools,sydneyeducationcommunity@gmail.com,Kerala,Kochi/Kottayam/Trivandrum/Thiruvalla (multi-branch),+91 93887 08232,https://sydneyschools.co.in,WebSearch,Multi-branch Kerala Montessori chain
Little Millennium (Head Office),enquiry@littlemillennium.com,Haryana,Gurgaon (HQ — national franchise chain),0124-4536350,https://www.littlemillennium.com,WebSearch,"National preschool/Montessori-branded franchise HQ, not a single school — multiplier-style lead, franchise enquiry email"
Podar Jumbo Kids (Head Office),admissions@jumbokids.com,Maharashtra,Mumbai (Parel — national franchise chain HQ),+91-22-4333-0017,https://www.jumbokids.com,WebSearch,National Montessori-based preschool franchise HQ — multiplier-style lead
The Ardee School (New Friends Colony pre-primary),preprimary_coordinator_nfc@theardeeschool.com,Delhi NCR,New Delhi,18001027333,https://nfc.theardeeschool.com,WebSearch,ALREADY_CONTACTED — prior campaign contacted via WhatsApp (Sunpritt Dang); this is a different specific pre-primary coordinator email found on official site
Vriksha Montessori School,vrukshamontessori@gmail.com,Tamil Nadu,Chennai (Alwarpet) + Tamil Nadu/Puducherry multi-branch,044-46902756,https://www.vrukshamontessori.com,WebSearch,Multi-branch TN/Puducherry Montessori chain
Flourish Montessori Preschool,pritika2111@gmail.com,Maharashtra,Pune (Sopan Baug),8830269698,https://flourishschool.org,WebSearch,Acton Academy-affiliated micro-school; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Sapling Diya (The Montessori Academy),info@saplingnursery.com,Maharashtra,Pune (Baner),NOT_FOUND,https://diyamontessori.in,WebSearch,AMI training centre + school; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
