School,Email,Region,City,Phone,Website,Source,Notes
Montessori Kinderopvang Sonsbeek,info@montessorikinderopvang.nl,Gelderland,Arnhem,026 3895298,https://www.montessorikinderopvang.nl/vestigingen/arnhem-sonsbeek/,NMV directory,kinderopvang
Montessorihuis,hoofd@montessorihuis.nl,Gelderland,Arnhem,026 2001039,https://www.montessorihuis.nl/,NMV directory,basisonderwijs
Montessorischool De Binnenstad,lonneke.schram@floresonderwijs.nl,Gelderland,Arnhem,026 4422337,https://www.de-binnenstad.nl/,NMV directory,basisonderwijs
Montessori Kindcentrum Montijn,info@mkc-montijn.nl,Gelderland,Beuningen,024 6751536,https://www.mkc-montijn.nl/,NMV directory,kindcentrum (opvang + basisonderwijs)
Montessori Kindcentrum Montijn,klantrelaties@kion.nl,Gelderland,Beuningen GL,024 6751536,https://www.mkc-montijn.nl/kinderdagverblijf/,NMV directory,kindcentrum (opvang + basisonderwijs)
MontessorischoolParijsch,parijsch@opo-r.nl,Gelderland,Culemborg,0345 530301,https://parijsch-culemborg.nl/,NMV directory,basisonderwijs
MKC Anne Frank Doesburg,info@mkcannefrank.nl,Gelderland,Doesburg,0313 476407,https://doesburg.mkcannefrank.nl/,NMV directory,kindcentrum (opvang + basisonderwijs)
Montessorischool De Pas,info@montessorischooldepas.nl,Gelderland,Doetinchem,0314 330085,https://www.montessorischooldepas.nl/,NMV directory,basisonderwijs
Montessori IKC De Groene Ring,info@montessori-groenering.nl,Gelderland,Duiven,0316 266611,https://montessori-groenering.nl/,NMV directory,kindcentrum (opvang + basisonderwijs)
Edese Montessorischool,montessori@proominent.nl,Gelderland,Ede,0318 625366,https://www.montessorischoolede.nl/,NMV directory,basisonderwijs
MKC Anne Frank Ellecom,info@mkcannefrank.nl,Gelderland,Ellecom,0313 415860,https://ellecom.mkcannefrank.nl/,NMV directory,kindcentrum (opvang + basisonderwijs)
Het Koraal,hetkoraal@stichtingproo.nl,Gelderland,Harderwijk,0341 433784,https://www.hetkoraalharderwijk.nl/,NMV directory,basisonderwijs
Montessori College Nijmegen-Groesbeek,k27@montessoricollege.nl,Gelderland,Nijmegen,024 3283000,https://montessoricollege.nl/,NMV directory,voortgezet onderwijs
Montessori Kindcentrum (Nijmegen Oost),directie@montessorinijmegen.nl,Gelderland,Nijmegen,024 3231091,https://www.montessorinijmegen.nl/opvang/peutergroep/,NMV directory,kindcentrum (opvang + basisonderwijs)
Montessorischool Dukenburg,directie.montessori-dukenburg@conexus.nu,Gelderland,Nijmegen,024 3449520,https://www.montessorischool-dukenburg.nl/,NMV directory,basisonderwijs
Montessorischool Lindenholt,directie.montessori-lindenholt@conexus.nu,Gelderland,Nijmegen,024 3774367,https://www.montessori-lindenholt.nl/,NMV directory,basisonderwijs
Montessorischool Nijmegen-Oost,directie@montessorinijmegen.nl,Gelderland,Nijmegen,024 3231091,https://www.montessorinijmegen.nl/,NMV directory,basisonderwijs
Eerste Veluwse Montessorischool,evms@stichtingproo.nl,Gelderland,Nunspeet,0341 253975,https://www.eersteveluwsemontessorischool.nl/,NMV directory,basisonderwijs
Montessorischool Tiel,montessori-tiel@opo-r.nl,Gelderland,Tiel,0344 632815,https://montessori-tiel.nl/,NMV directory,basisonderwijs
Montessori Sterrenschool Geerstraat SN425574,sterrenschoolgeerstraat@stichtingproo.nl,Gelderland,Vaassen,0578 571299,https://www.montessori-sterrenschool.nl/,NMV directory,basisonderwijs
Montessorischool Wageningen,info@montessoriwageningen.nl,Gelderland,Wageningen,0317 412296,https://www.montessoriwageningen.nl/,NMV directory,basisonderwijs
"RSG Pantarijn, locatie MHV",mhvwageningen@pantarijn.nl,Gelderland,Wageningen,0317 465855,https://www.pantarijn.nl/wageningenmhv,NMV directory,voortgezet onderwijs
Montessori Kincentrum,directie.mkcw@liemersnovum.nl,Gelderland,Westervoort,026 3120924,https://www.montessorikindcentrumwestervoort.nl/,NMV directory,kindcentrum (opvang + basisonderwijs)
De Trinoom,trinoom.administratie@kansenkleur.nl,Gelderland,Wijchen,024 6456608,https://www.trinoom.nl/,NMV directory,basisonderwijs
Montessori kindcentrum de Plotter,deplotter@archipelprimair.nl,Gelderland,Zutphen,0575 525169,https://www.deplotter.nl/,NMV directory,kindcentrum (opvang + basisonderwijs)
Boerhaaveschool,administratie@boerhaave.o2g2.nl,Groningen,Groningen,050 3210405,https://boerhaaveschool.openbaaronderwijsgroningen.nl/index.html,NMV directory,basisonderwijs
Montessori Lyceum Groningen,info@montessorilyceumgroningen.nl,Groningen,Groningen,050 3210580,https://www.montessorilyceumgroningen.nl/index.html,NMV directory,voortgezet onderwijs
Montessori Vaklyceum,info@montessorivaklyceum.nl,Groningen,Groningen,050 3210590,https://www.montessorivaklyceum.nl/index.html,NMV directory,voortgezet onderwijs
Kinderopvang Waddenkind,info@waddenkind.nl,Groningen,Pieterburen,0595 528520,https://waddenkind.nl/locaties/de-getijden/,NMV directory,kinderopvang
Montessori Basisschool De Getijden,getijden@lauwerseneems.nl,Groningen,Pieterburen,0595 528520,https://www.degetijden.nl/,NMV directory,basisonderwijs
Stichting Mosalira T.a.v. Montessori kindcentrum,info@montessori-bs.nl,Limburg,Maastricht,043 3215250,https://www.montessori-bs.nl/,NMV directory,kindcentrum (opvang + basisonderwijs)
Montessoribasisschool Roermond,montessori.directie@swalmenroer.nl,Limburg,Roermond,0475 322567,https://montessoriroermond.nl/,NMV directory,basisonderwijs
MOZON Venlose Montessorischool,info@montessorischoolvenlo.nl,Limburg,Venlo,077 3545927,https://www.montessorischoolvenlo.nl/,NMV directory,basisonderwijs
Montessori Korein Kinderplein Craneveldstraat,craneveldstraat@korein.nl,Limburg,Venlo,06 11584656,https://www.korein.nl/locaties/venlo/craneveldstraat,NMV directory,kinderopvang
Nova Montessori,info.novamontessori@fortior.nl,Limburg,Venlo,077 3547077,https://novamontessori.fortior.nl/,NMV directory,basisonderwijs
Korein Boterbloem,boterbloem@korein.nl,Limburg,Venray,06 11717416,https://www.korein.nl/locaties/venray/boterbloem,NMV directory,kinderopvang
Montessorischool Venray,montessorischoolvenray@mozon.nl,Limburg,Venray,0478 515750,https://www.montessorischoolvenray.nl/,NMV directory,basisonderwijs
MOZON Montessorischool Weert,info@msweert.nl,Limburg,Weert,0495 543381,https://www.montessorischoolweert.nl/,NMV directory,basisonderwijs
Montessori Korein kinderplein Wiekendreef,wiekendreef@korein.nl,Limburg,Weert,06 11693411,https://www.korein.nl/locaties/weert/wiekendreef,NMV directory,kinderopvang
Kindcentrum Aan de Oosterplas,info@kcaandeoosterplas.nl,Noord-Brabant,'s-Hertogenbosch,073 8225480,https://www.kcaandeoosterplas.nl/,NMV directory,kindcentrum (opvang + basisonderwijs)
Montessorischool Bergen op Zoom,info@montessori-boz.nl,Noord-Brabant,Bergen Op Zoom,0164 251607,https://www.montessori-boz.nl/,NMV directory,basisonderwijs
Kinderopvang Pebbels,lm.m@pebbels.nl,Noord-Brabant,Breda,076 5615744,https://pebbels.nl/,NMV directory,kinderopvang
Kinderopvang Pebbels+Breda,lm.pp.b@pebbels.nl,Noord-Brabant,Breda,06 36568574,https://pebbels.nl/,NMV directory,kinderopvang
Montessori+ Breda,administratie@montessoriplus.nl,Noord-Brabant,Breda,076 5207779,https://www.montessoriplus.nl/,NMV directory,basisonderwijs
Montessorischool Merlijn,info@montessorischoolmerlijn.nl,Noord-Brabant,Den Bosch,073 8442725,https://www.montessorischoolmerlijn.nl/,NMV directory,basisonderwijs
Zonnelicht Kindcentrum,info@kcaandeoosterplas.nl,Noord-Brabant,Den Bosch,073 8225480,https://www.kcaandeoosterplas.nl/,NMV directory,kindcentrum (opvang + basisonderwijs)
Montessori College Eindhoven,algemeen@mc-eindhoven.nl,Noord-Brabant,Eindhoven,040 2694300,https://mc-eindhoven.nl/,NMV directory,voortgezet onderwijs
Salto Montessorischool 'De Trinoom',trinoom.info@salto-eindhoven.nl,Noord-Brabant,Eindhoven,040 2950776,https://bs-trinoom.nl/,NMV directory,basisonderwijs
MOZON Montessorischool Helmond,info@montessorischoolhelmond.nl,Noord-Brabant,Helmond,0492 510017,https://www.montessorischoolhelmond.nl/,NMV directory,basisonderwijs
Montessorischool Oosterhout,directie@montessorischooloosterhout.nl,Noord-Brabant,Oosterhout,0162 470581,https://montessorischooloosterhout.nl/,NMV directory,basisonderwijs
Voorschool Montessorischool Oosterhout,directie@montessorischooloosterhout.nl,Noord-Brabant,Oosterhout,0162 470581,https://montessorischooloosterhout.nl/inschrijven-voorschool/algemene-informatie-voorschool/,NMV directory,kinderopvang
Montessorischool Elzeneind,algemeen.msbselzeneind@saamscholen.nl,Noord-Brabant,Oss,0412 691620,https://www.elzeneind.nl/,NMV directory,basisonderwijs
Kinderopvang Pebbels+ Prinsenbeek,lm.pp.pb@pebbels.nl,Noord-Brabant,Prinsenbeek,06 40489522,https://pebbels.nl/,NMV directory,kinderopvang
Montessori + Prinsenbeek,administratie@montessoriplus.nl,Noord-Brabant,Prinsenbeek,076 5413230,https://www.montessoriplus.nl/,NMV directory,basisonderwijs
OMBS ZieZo,info.ombsziezo@stichtingobo.nl,Noord-Brabant,Roosendaal,0165 541150,https://www.ombsziezo.nl/,NMV directory,basisonderwijs
Montessoribasisschool De Elzen,bs.de.elzen@xpectprimair.nl,Noord-Brabant,Tilburg,013 5435566,https://de-elzen.com/,NMV directory,basisonderwijs
Montessorischool De Petteflet,bs.de.petteflet@xpectprimair.nl,Noord-Brabant,Tilburg,013 571 3677,https://www.depetteflet.nl/,NMV directory,basisonderwijs
Montessori College Aerdenhout,info@montessori-aerdenhout.nl,Noord-Holland,Aerdenhout,023 5246246,https://montessori-aerdenhout.nl/,NMV directory,voortgezet onderwijs
1e Montessorischool Alkmaar,1emontessorischool@allente.nl,Noord-Holland,Alkmaar,072 5610961,https://montessorischool-alk.nl/,NMV directory,basisonderwijs
Montessorischool De Cilinder,directiedecilinder@ronduitonderwijs.nl,Noord-Holland,Alkmaar,072 5621549,https://www.decilinder.nl/,NMV directory,basisonderwijs
MKC Mio Mondo,directeur@mkcmiomondo.nl,Noord-Holland,Amstelveen,020 6416117,https://mkcmiomondo.nl/,NMV directory,kindcentrum (opvang + basisonderwijs)
Montessorischool De Linde,info@montessorischooldelinde.nl,Noord-Holland,Amstelveen,020 6453502,https://www.montessorischooldelinde.nl/,NMV directory,basisonderwijs
10e Montessorischool 'De Meidoorn',directie@10emeidoorn.nl,Noord-Holland,Amsterdam,020 6160106,https://10emeidoorn.nl/,NMV directory,basisonderwijs
14e Montessorischool 'De Jordaan',directie@14e-montessori.nl,Noord-Holland,Amsterdam,020 6239900,https://www.14e-montessori.nl/,NMV directory,basisonderwijs
15e Montessorischool van Maas en Waal,info@maas-waal.nl,Noord-Holland,Amsterdam,020 6447173,https://www.montessorimaasenwaal.nl/,NMV directory,basisonderwijs
1e Montessorischool De Wielewaal,info@eerstemontessori.nl,Noord-Holland,Amsterdam,020 6736193,https://eerstemontessori.nl/,NMV directory,basisonderwijs
4e Montessoribasisschool 'De Pinksterbloem',administratie@depinksterbloem.nl,Noord-Holland,Amsterdam,020 6941189,https://depinksterbloem.nl/,NMV directory,basisonderwijs
5e Montessorischool Watergraafsmeer,info@5mw.nl,Noord-Holland,Amsterdam,020 6946208,https://www.5mw.nl/,NMV directory,basisonderwijs
6e Montessorischool Anne Frank,info@annefrank-montessori.nl,Noord-Holland,Amsterdam,020 6640482,https://www.annefrank-montessori.nl/,NMV directory,basisonderwijs
7e Montessorischool,info@7emontessori.nl,Noord-Holland,Amsterdam,020 6836646,https://www.7emontessori.nl/,NMV directory,basisonderwijs
9e Montessorischool 'De Scholekster',info@descholekster.nl,Noord-Holland,Amsterdam,020 6790228,https://www.descholekster.nl/,NMV directory,basisonderwijs
Amsterdamse Montessori Peuterspeelzaal,planning@combiwelvoorkinderen.nl,Noord-Holland,Amsterdam,06 14325130,https://combiwelvoorkinderen.nl/combiwel-locaties/amsterdamse-montessori-peutercombi-voorschool/,NMV directory,kinderopvang
Asvoschool,info@asvo.nl,Noord-Holland,Amsterdam,020 6269005,https://asvo.nl/,NMV directory,basisonderwijs
Buitenveldertse Montessorischool,info@bms-school.nl,Noord-Holland,Amsterdam,020 6448446,https://www.bms-school.nl/,NMV directory,basisonderwijs
De Amsterdamse Montessori School,ams@de-ams.nl,Noord-Holland,Amsterdam,020 3057878,https://de-ams.nl/,NMV directory,basisonderwijs
Einsteinschool,info@einsteinschool.nl,Noord-Holland,Amsterdam,020 7600061,https://www.einsteinschool.nl,NMV directory,basisonderwijs
IVKO (MSA),ivko@msa.nl,Noord-Holland,Amsterdam,020 5979360,https://www.ivko.nl/,NMV directory,voortgezet onderwijs
Metis Montessori Lyceum (MSA),info.mml@msa.nl,Noord-Holland,Amsterdam,020 5979300,https://hetmml.nl/,NMV directory,voortgezet onderwijs
Montessori Lyceum Amsterdam (MSA),info.mla@msa.nl,Noord-Holland,Amsterdam,020 6767855,https://www.montessorilyceumamsterdam.nl/,NMV directory,voortgezet onderwijs
Montessori Lyceum Oostpoort (MSA),oostpoort@msa.nl,Noord-Holland,Amsterdam,020 5979899,https://oostpoort.nl/,NMV directory,voortgezet onderwijs
Montessoribasisschool De Regenboog,regenboog.directie@askoscholen.nl,Noord-Holland,Amsterdam,020 6972176,https://www.regenboogamsterdam.net/,NMV directory,basisonderwijs
Montessorischool Boven 't IJ,kampina.boventij@innoord.nl,Noord-Holland,Amsterdam,020 6371194,https://montessori-boventij.nl/,NMV directory,basisonderwijs
Montessorischool De Eilanden,directie@eilanden.espritscholen.nl,Noord-Holland,Amsterdam,020 6209608,https://eilanden.espritscholen.nl/home,NMV directory,basisonderwijs
Osdorpse Montessorischool,directie@obs-oms.nl,Noord-Holland,Amsterdam,020 6190914,https://www.osdorpsemontessorischool.nl/,NMV directory,basisonderwijs
Pieter Jelles Troelstraschool,info@troelstraschool.nl,Noord-Holland,Amsterdam,020 6135296,https://www.troelstraschool.nl/,NMV directory,basisonderwijs
Tweede Montessorischool Het Winterkoninkje,info@winterkoninkje.nl,Noord-Holland,Amsterdam,020 6188563,https://www.winterkoninkje.nl/,NMV directory,basisonderwijs
Montessorischool Beverwijk,info@montessoribeverwijk.nl,Noord-Holland,Beverwijk,0251 227069,https://www.montessoribeverwijk.nl/,NMV directory,basisonderwijs
Bussumse Montessorischool,directeur@bussumsemontessori.nl,Noord-Holland,Bussum,035 6913684,https://www.bussumsemontessori.nl/,NMV directory,basisonderwijs
KMS Bussum,administratie@kmsbussum.nl,Noord-Holland,Bussum,035 6911011,https://kmsbussum.nl/,NMV directory,basisonderwijs
Montessorischool Castricum,info.montessoricastricum@isobscholen.nl,Noord-Holland,Castricum,0251 654888,https://www.moncas.nl/,NMV directory,basisonderwijs
Montessori Peuterschool De Peutertuin,info@kappio.nl,Noord-Holland,Enkhuizen,06 13933064,https://www.kappio.nl/pg-29492-7-135891/pagina/locatie_enkhuizen_montessori_ps_de_peutertuin_centrum.html,NMV directory,kinderopvang
Montessorischool De Wegwijzer,wegwijzer-enkhuizen@kopwerk.nl,Noord-Holland,Enkhuizen,0228 203000,https://www.montessori-enkhuizen.nl/,NMV directory,basisonderwijs
De Wijde Wereld Montessori,montessori@spaarnesant.nl,Noord-Holland,Haarlem,023 5338242,https://www.montessori-dewijdewereld.nl/,NMV directory,basisonderwijs
Haarlemse Montessorischool,administratie@dhms.nl,Noord-Holland,Haarlem,023 5281624,https://www.dhms.nl/,NMV directory,basisonderwijs
Montessori Peutergroep De Roze Toren,info@herokindercentra.nl,Noord-Holland,Haarlem,023 5337551,https://www.herokindercentra.nl/locaties/kdv-hero-de-wijde-wereld/,NMV directory,kinderopvang
Montessorischool Zuid,info@mtsz.nl,Noord-Holland,Hilversum,035 6215057,https://www.montessorischool-zuid.nl/,NMV directory,basisonderwijs
Montessorischool-Centrum,administratie@msch.nu,Noord-Holland,Hilversum,035 - 6247597,https://www.montessorischool-centrum.nl/,NMV directory,basisonderwijs
1e Montessorischool Hoofddorp,info@montessori-haarlemmermeer.nl,Noord-Holland,Hoofddorp,023 5611500,https://www.montessori-haarlemmermeer.nl/,NMV directory,basisonderwijs
Montessorischool Floriande,info@montessori-haarlemmermeer.nl,Noord-Holland,Hoofddorp,023 5619792,https://www.mvh-floriande.nl/,NMV directory,basisonderwijs
Openbare Montessorischool Hoorn,montessori@talenthoorn.nl,Noord-Holland,Hoorn,0229 214284,https://www.ikcmontessori.nl,NMV directory,basisonderwijs
De Gooische Montessorischool,info@2emontessorischool.nl,Noord-Holland,Huizen,035 5252772,https://www.gooischemontessorischool.nl/,NMV directory,basisonderwijs
De Gouden Kraal,administratie@degoudenkraal.nl,Noord-Holland,Huizen,035 5257271,https://www.degoudenkraal.nl/,NMV directory,kinderopvang
Dr. Maria Montessorischool,directie@mariamontessori.nl,Noord-Holland,Huizen,035 5252643,https://mariamontessori.nl/,NMV directory,basisonderwijs
Montessorischool Landsmeer,berichten@msl.espritscholen.nl,Noord-Holland,Landsmeer,020 4823353,https://montessori-landsmeer.espritscholen.nl/home,NMV directory,basisonderwijs
Montessori Lyceum Gooise Meren,info@mlgm.nl,Noord-Holland,Naarden,035 7200092,https://www.mlgm.nl/,NMV directory,voortgezet onderwijs
Montessorischool De Boog,claar.rekers@sopoh.nl,Noord-Holland,Nieuw Vennep,0252 675655,https://www.montessorideboog.nl/,NMV directory,basisonderwijs
Montessori De Beleving,directie@montessoridebeleving.nl,Noord-Holland,Purmerend,0299 646589,https://www.montessoridebeleving.nl/,NMV directory,basisonderwijs
TVH Montessorischool De Flierefluiter,directie@montessori-deflierefluiter.nl,Noord-Holland,Zwaag,0229 232342,https://www.montessori-deflierefluiter.nl/,NMV directory,basisonderwijs
Almelose Montessorischool,montessori@varietas.nl,Overijssel,Almelo,0546 870924,https://www.almelosemontessorischool.nl/,NMV directory,basisonderwijs
Montessori Kindcentrum De Ontdekking,directie.ontdekking@zinderonderwijs.nl,Overijssel,Deventer,0570 658154,https://www.ontdekking-deventer.nl/1475/peutergroep.html,NMV directory,kindcentrum (opvang + basisonderwijs)
Montessorischool EDMS van Lith,administratie@montessorischoolvanlith.nl,Overijssel,Deventer,0570 629387,https://www.montessorischoolvanlith.nl/,NMV directory,basisonderwijs
Montessorischool Oudaen,administratie@montessorischooloudaen.nl,Overijssel,Deventer,0570 611323,http://www.montessorischooloudaen.nl/,NMV directory,basisonderwijs
Openbare Montessorischool Wij de Wereld,directie@wij-de-wereld.com,Overijssel,Deventer,0570 651811,https://wij-de-wereld.com/,NMV directory,basisonderwijs
De Wielerbaan,mariannevisser@humankind.nl,Overijssel,Enschede,06 13144456,https://dewielerbaan.nl/peuteropvang-en-voorschoolse-opvang-de-wielerbaan/,NMV directory,kinderopvang
Kinderdomein Montessori Peutergroep 't Zeggelt,regioenschede@humankind.nl,Overijssel,Enschede,053 2068130,https://www.humankind.nl/vestigingen/enschede/peuteropvang-het-zeggelt,NMV directory,kinderopvang
Montessorischool De Wielerbaan,directie.wielerbaan@consentscholen.nl,Overijssel,Enschede,053 4768761,https://dewielerbaan.nl/,NMV directory,basisonderwijs
Montessorischool Het Zeggelt,hetzeggelt@consentscholen.nl,Overijssel,Enschede,053 4358682,https://hetzeggelt.nl/,NMV directory,basisonderwijs
Montessorischool Haaksbergen,info@montessorihb.nl,Overijssel,Haaksbergen,053 5724076,https://www.montessorihb.nl/,NMV directory,basisonderwijs
Kinderdagverblijf Mickey,info@kovmickey.nl,Overijssel,Hengelo,074 2913838,https://www.kinderopvangmickey.nl/,NMV directory,kinderopvang
Montessori 't Annink,ellen.wolkotte@symbiohengelo.nl,Overijssel,Hengelo,074 2916073,https://www.anninksschool.nl/,NMV directory,basisonderwijs
Montessori College Twente,montessoricollegetwente@osghengelo.nl,Overijssel,Hengelo,074 2914629,https://montessoricollegetwente.nl/,NMV directory,voortgezet onderwijs
De Wegwijzer,directie@wegwijzerschool.nl,Overijssel,Kampen,038 3316610,https://www.wegwijzerschoolkampen.nl/,NMV directory,basisonderwijs
Openbaar onderwijs Zwolle -Montessori Basisschool,info-montessori@ooz.nl,Overijssel,Zwolle,038 4654220,https://montessori-zwolle.nl/,NMV directory,basisonderwijs
Montessori Peutergroep Peuter Pallas,info@ska.nl,Utrecht,Amersfoort,033 4480124,https://www.ska.nl/locaties/ska-peuter-pallas/,NMV directory,kinderopvang
Montessorischool Pallas Athene,info@pallasatheneschool.nl,Utrecht,Amersfoort,033 4617134,https://www.pallasatheneschool.nl/,NMV directory,basisonderwijs
Montessorischool Bilthoven,info@montessoribilthoven.nl,Utrecht,Bilthoven,030 2280818,https://www.montessoribilthoven.nl/,NMV directory,basisonderwijs
OMBS De Meander,directie.meander@spoutrecht.nl,Utrecht,De Meern,030 6662681,https://www.meandernet.nl/,NMV directory,basisonderwijs
Montessoribasisschool De Kosmos,info.kosmos@meerkring.nl,Utrecht,Hoogland,033 4807515,https://www.dekosmos.nl/,NMV directory,basisonderwijs
Montessoribasisschool Houten,info@montessori-houten.nl,Utrecht,Houten,030 6340629,https://www.montessori-houten.nl/,NMV directory,basisonderwijs
KDV 't Ronde,regiomiddennederland@humankind.nl,Utrecht,Leusden,033 2007190,https://www.humankind.nl/vestigingen/leusden/kinderdagverblijf-t-ronde,NMV directory,kinderopvang
Montessorischool 't Ronde,ronde@tronde.nl,Utrecht,Leusden,033 4940574,https://www.montessorischool.nl/,NMV directory,basisonderwijs
Montessorischool Loenersloot,directie@montessorischoolloenersloot.nl,Utrecht,Loenersloot,0294 291597,https://www.montessorischoolloenersloot.nl/,NMV directory,basisonderwijs
Montessorischool Het Mozaiek,directie@montessorihetmozaiek.nl,Utrecht,Maarssen,0346 590848,https://www.montessorihetmozaiek.nl/,NMV directory,basisonderwijs
Montessorischool De Vleugel,directie@devleugel.net,Utrecht,Nieuwegein,030 6045789,https://www.devleugel.net/,NMV directory,basisonderwijs
Montessorischool Rhenen,directie@montessori-rhenen.nl,Utrecht,Rhenen,0317 612976,https://www.montessori-rhenen.nl/,NMV directory,basisonderwijs
R.K. Montessorischool Soest,info@montessorisoest.nl,Utrecht,Soest,035 6013603,https://www.rkmontessori-soest.nl/,NMV directory,basisonderwijs
LEF Montessori Kind Centrum,info@lefutrecht.nl,Utrecht,Utrecht,030 3400053,https://lefutrecht.nl/,NMV directory,basisonderwijs
Montessori Oog in Al,info.ooginal@spoutrecht.nl,Utrecht,Utrecht,030 2930036,https://www.obsooginal.nl/,NMV directory,basisonderwijs
Montessorischool Arcade,directie@montessoriarcade.nl,Utrecht,Utrecht,030 6705244,https://www.montessoriarcade.nl/,NMV directory,basisonderwijs
R.K. Montessorischool Buiten Wittevrouwen,info.montessorischoolbw@ksu.nl,Utrecht,Utrecht,030 2340530,https://www.ksu-montessorischoolbw.nl/,NMV directory,basisonderwijs
Montessorischool Aan de Basis,info@aandebasis.nl,Utrecht,Veenendaal,0318 540339,https://www.aandebasis.nl/,NMV directory,basisonderwijs
Jordan Montessori Lyceum Utrecht,info@jordanmlu.nl,Utrecht,Zeist,030 6954708,https://www.jordanmlu.nl/,NMV directory,voortgezet onderwijs
Montessori Griffensteyn,anjavanwijk@wereldkidz.nl,Utrecht,Zeist,06 18883424,https://montessorizeist.wereldkidz.nl/,NMV directory,basisonderwijs
Montessori Kerckebosch,hannekevanzitteren@wereldkidz.nl,Utrecht,Zeist,030 6918890,https://montessorizeist.wereldkidz.nl/,NMV directory,basisonderwijs
Montessori Sumatralaan,nienkemerkx@wereldkidz.nl,Utrecht,Zeist,030 6958361,https://montessorizeist.wereldkidz.nl/,NMV directory,basisonderwijs
Montessorischool De Basis,debasis@prisma-scholen.nl,Zeeland,Goes,0113 216707,https://montessorischool-goes.nl/,NMV directory,basisonderwijs
Montessorischool de Kraal,dekraal@prisma-scholen.nl,Zeeland,Tholen,0166 604465,https://www.montessorischooldekraal.nl/,NMV directory,basisonderwijs
OBS de Driekleur Montessori,info@obsdedriekleur.nl,Zuid-Holland,'s-Gravenzande,06 13536597,https://www.obsdedriekleur.nl/montessori/,NMV directory,basisonderwijs
VMO Westland,sweelincklaan@isw.info,Zuid-Holland,'s-Gravenzande,0174 414400,https://sweelincklaan.isw.info/site/nl/opleidingsaanbod-en-specialisaties/specialisatie/montessori/detail?id=7998,NMV directory,voortgezet onderwijs
Alphense Montessorischool,info@alphensemontessorischool.nl,Zuid-Holland,Alphen A/d Rijn,0172 444990,https://www.alphensemontessorischool.nl/,NMV directory,basisonderwijs
Montessorischool De Trinoom,directie@de-trinoom.nl,Zuid-Holland,Barendrecht,0180 623770,https://www.de-trinoom.nl/,NMV directory,basisonderwijs
Montessorischool Capelle,directie@montessorischoolcapelle.nl,Zuid-Holland,Capelle aan den IJssel,010 2847484,https://montessorischoolcapelle.nl/,NMV directory,basisonderwijs
Montessori Delft,info@montessoridelft.nl,Zuid-Holland,Delft,015 2124800,https://montessoridelft.nl/,NMV directory,basisonderwijs
Montessorischool De Delftse Tuin,directie-md@jan-vermeer.nl,Zuid-Holland,Delft,015 2134621,https://dedelftsetuin.nl/,NMV directory,basisonderwijs
Montessorischool Jan Vermeer,directie-raam@jan-vermeer.nl,Zuid-Holland,Delft,015 2134603,https://jan-vermeer.nl/raam/,NMV directory,basisonderwijs
1e Nederlandse Montessorischool,info@enms.nl,Zuid-Holland,Den Haag,070 3231311,https://www.enms.nl/,NMV directory,basisonderwijs
Christelijke Montessorischool De Abeel,info@montessori-cms.nl,Zuid-Holland,Den Haag,070 3607053,https://www.montessori-cms.nl/,NMV directory,basisonderwijs
