School,Email,Region,City,Phone,Website,Source,Notes
Colegio Público Alhfil,NOT_FOUND,Andalucía,"Lucainena de las Torres, Almería",950368596,NOT_FOUND,ludus.org.es,Public rural school with Montessori influence; no website listed
La Trébola Montessori School,NOT_FOUND,Andalucía,Córdoba,616833782,https://latrebola.es,ludus.org.es,"MSA-CESS accredited international school; site fetch did not surface an email, try contact form"
Montessori Córdoba International School,NOT_FOUND,Andalucía,Córdoba,957613935,http://www.montessoricordoba.com,ludus.org.es,International team
Serendipias,NOT_FOUND,Andalucía,"Aracena, Huelva",656693102,NOT_FOUND,ludus.org.es,"Home-based 'madre de dia' Montessori setting, very small; Instagram only @madre.de.dia"
La Casa Verde,NOT_FOUND,Andalucía,"Coín, Málaga",621259552,http://www.nuestracasaverde.com,ludus.org.es,NEASC recognized cooperative Montessori school
Criança Montessori School,NOT_FOUND,Andalucía,"Alcalá de Guadaíra, Sevilla",613774701,https://www.crianzamontessorischool.es/,ludus.org.es,Bilingual center 3-14 years
EDUCOMONTESSORI International School,direccion@educomontessori.es,Andalucía,"Bormujos, Sevilla",NOT_FOUND,http://www.educomontessori.es,ludus.org.es,Also educomontessori@gmail.com
CEIP Antonio Machado,45004855.ceip@educastillalamancha.es,Castilla-La Mancha,"Talavera de la Reina, Toledo",NOT_FOUND,https://ceip-antoniomachado.centros.castillalamancha.es/,ludus.org.es,Public school implementing Montessori methodology in Infantil
El Majuelo,escuela@majuelo-educacion.com,Castilla y León,Valladolid,635909160,https://majuelo-educacion.com/,ludus.org.es,"Educator cooperative, active pedagogy in nature"
Cra Tábara Aula Montessori,NOT_FOUND,Castilla y León,"Faramontanos de Tábara, Zamora",980595187,http://cratabara.centros.educa.jcyl.es/sitio/,ludus.org.es,"Public rural school (CRA); website unreachable during crawl, could not confirm email"
Chiaravalle Montessori School,NOT_FOUND,Cataluña,"Alella, Barcelona",615316892,https://www.chiaravalleschool.es/,ludus.org.es,"0-6 trilingual Montessori school; no email visible on Ludus profile, check school site contact page"
La Casa De Fio,fiorelladebellis@gmail.com,Cataluña,Barcelona (Les Corts),680306789,http://lacasadefio.weebly.com/,ludus.org.es,Madre de dia 0-3 years
L'Escoleta de la Vila,NOT_FOUND,Cataluña,"Esplugues de Llobregat, Barcelona",695462642,https://www.nidoespluguesmontessori.com/,ludus.org.es,Associació Montessori Esplugues; no email found
Natura Montessori School,info@escolanatura.com,Cataluña,"Castellbisbal, Barcelona",696379392,https://escolanatura.com/,ludus.org.es,"International Montessori + Forest School, MSA accredited"
City Country School,info@citycountryschool.org,Madrid,Madrid,913738695,http://www.citycountryschool.org,ludus.org.es,"American Montessori school 3-16 years, full AMS curriculum; also info@citycountryschool.com"
Espacio de Crianza Arganzuela,patri@espacioinfantilarganzuela.com,Madrid,Madrid,671356743,https://www.espacioinfantilarganzuela.com/,ludus.org.es,"Alternative to conventional daycare, 0-3"
Montessori Kinder Barcelona,NOT_FOUND,Cataluña,Barcelona,931791757,http://www.kinderbarcelona.org,ludus.org.es,"Wix site, no visible email (contact form only)"
Moontessori Montessori Barcelona,NOT_FOUND,Cataluña,Barcelona,606853470,http://www.moontessoribarcelona.com,ludus.org.es,"Weebly site (moontessoribarcelona.weebly.com), no email visible, contact form only"
Alavida,contacto@alavida.org,Madrid,"Chapinería, Madrid",626242314,http://www.alavida.org,ludus.org.es,Active pedagogy space since 2001
Allegra Escuela Libre,info@escuelalibreallegra.es,Madrid,Madrid,670576286,http://www.escuelalibreallegra.es,ludus.org.es,"Montessori-Waldorf blend, 0-6 years"
Boreal Montessori,NOT_FOUND,Madrid,Madrid,673403842,http://www.borealmontessori.com,ludus.org.es,Bilingual infant school; no email surfaced on homepage crawl
COMPLVTVM Montessori School,info@complutumschool.com,Madrid,"Alcalá de Henares, Madrid",+34 609222071,http://www.complutumschool.com,ludus.org.es,Private bilingual secular school
Grace Montessori School,hola@gracemontessorischool.es,Madrid,Madrid,697734443,https://gracemontessorischool.es/,ludus.org.es,Holistic care center 0-3 years
Moma Nature Montessori,hola@momanaturemontessori.com,Madrid,"Torrelodones, Madrid",653904325,https://www.momanaturemontessori.com,ludus.org.es,0-6 years Montessori
Montessori Boadilla,boadilla@montessoriboadilla.es,Madrid,"Boadilla del Monte, Madrid",NOT_FOUND,https://www.montessoriboadilla.es/,ludus.org.es,"Escuela infantil 0-3, homologada Comunidad de Madrid"
Montessori Rivas,info@montessoririvas.com,Madrid,"Rivas Vaciamadrid, Madrid",623927246,https://www.montessoririvas.com/,ludus.org.es,Respectful active pedagogy center
Big Little School,NOT_FOUND,Madrid,Madrid (Chamberí),NOT_FOUND,https://biglittleschool.es/escuela/,ludus.org.es,Montessori 0-6 in central Madrid; no email surfaced on homepage/contact crawl
Moonlight International School,info@moonlightschool.es,Madrid,"Paracuellos de Jarama, Madrid",NOT_FOUND,http://www.moonlightschool.es,ludus.org.es,Infantil y Primaria Montessori; also familias@moonlightschool.es
Galicia Montessori,galiciamontessori@gmail.com,Galicia,"Bertamiráns, La Coruña",681162375,https://www.galiciamontessori.com/,ludus.org.es,Parent-founded Montessori project
Cuarto Creciente Montessori School,colegio@montessoricuartocreciente.es,La Rioja,Logroño,650374637,http://montessoricuartocreciente.es/,ludus.org.es,"NEASC-accredited international Montessori college, 3-12 years"
Vitoria International School,info@educavis.com,País Vasco,"Vitoria-Gasteiz, Araba/Álava",624881816,http://www.educavis.com,ludus.org.es,Private international secular Montessori school; also enroll@educavis.com
Alma Montessori,info@espacioeducativoalmamontessori.es,Región de Murcia,"Cartagena, Murcia",744485527,http://www.escuelaalmamontessori.es,ludus.org.es,School 4 months-12 years
Brotes. Educación Infantil Montessori,NOT_FOUND,Comunidad Valenciana,"Petrer, Alicante",678862576,https://www.instagram.com/escuelainfantilbrotes/,ludus.org.es,Private infant school 1-6 years; only Instagram profile listed as website
Mar de Estrellas International Montessori,info@inspiring-education.eu,Comunidad Valenciana,"Muchamiel, Alicante",966190470,https://www.mardeestrellas.es/en/,ludus.org.es,"International Montessori school 0-15 years, part of Inspiring Education group"
Imagine Montessori School,hello@imaginemontessori.es,Comunidad Valenciana,"Paterna, Valencia",963145102,https://imaginemontessori.es/,ludus.org.es,"British Montessori college, 20 months-18 years; also hello@imaginemontessoripinada.es"
Colegio Aiurri Montessori,NOT_FOUND,País Vasco,"Vitoria-Gasteiz, Álava",NOT_FOUND,NOT_FOUND,micole.net,"Private primary school, alternative pedagogy (Waldorf/Montessori blend), Euskera-medium; no email found via directory or search"
Montessori British School Murcia,hello@montessoribritish.com,Región de Murcia,Murcia,946983576,https://www.montessoribritish.com/,micole.net + web search,Bilingual private school; alt info@montessorischool.es
Colegio Montessori (Salamanca),info@montessorisalamanca.net,Castilla y León,Salamanca,923240567,http://www.montessorisalamanca.net,micole.net + web search,Concertado (semi-public funded) school
Montessori Village Alcalá,alcala@montessorivillage.es,Madrid,"Alcalá de Henares, Madrid",697768212,https://www.montessorivillage.es/alcala,micole.net + web search,Part of Montessori Village group
Montessori Village La Moraleja,lamoraleja@montessorivillage.es,Madrid,"Alcobendas, Madrid",914900773,https://www.montessorivillage.es/la-moraleja,micole.net + web search,Part of Montessori Village group
Montessori Village Sarrià,sarria@montessorivillage.es,Cataluña,Barcelona (Sarrià-Sant Gervasi),609839033,https://www.montessorivillage.es/sarria/,micole.net + web search,Part of Montessori Village group
Escuela Internacional Montessori Ronda y Serranía,NOT_FOUND,Andalucía,"Ronda, Málaga",652912852,https://www.montessorironda.es/en/,micole.net + web search,"International private school, Junta de Andalucía authorized; no direct email surfaced"
Escuela Infantil Montessori Tres Cantos,abraham@montessoritrescantos.com,Madrid,"Soto de Viñuelas (Tres Cantos), Madrid",625803892,http://www.montessoritrescantos.com,micole.net + web search,English immersion children's house
Montessori School Almería British Education,NOT_FOUND,Andalucía,Almería,+34 652936461,https://montessorischoolalmeria.es/,micole.net + web search,"British international bilingual school; no general email surfaced, contact via website form"
CEIP María Montessori (El Casar),19009427.ceip@educastillalamancha.es,Castilla-La Mancha,"Los Arenales / El Casar, Guadalajara",949326623,https://www.mariamontessori.net/,micole.net + web search,Public bilingual school
Escuela Infantil Clave de Soles Montessori,rodrigofrancoroldan@gmail.com,Madrid,"Torrejón de Ardoz, Madrid",912977178,http://clavedesoles.com,micole.net + web search,Combines Montessori with conventional methodology
Escuela Montessori Madrid (Kinder Montessori),info@escuelamontessorimadrid.com,Madrid,Madrid (Moncloa-Aravaca),689708887,https://en.escuelamontessorimadrid.com,micole.net + web search,Also casamontessorimadrid@gmail.com
International Montessori School Caracoliris (IMSC),montessoricaracoliris@gmail.com,Andalucía,"Alhaurín de la Torre, Málaga",606064429,https://www.imsc.es/en/home/,micole.net + web search,International private Montessori college
Kaizen Montessori,info@montessorigrancanaria.com,Islas Canarias,Las Palmas de Gran Canaria,828919120,https://montessorigrancanaria.com/,micole.net + web search,Director: ricardo@montessorigrancanaria.com
Mammolina Montessori International School,info@mammolinamontessori.com,Comunidad Valenciana,"Paterna, Valencia",+34 641380198,https://mammolinamontessori.com/en/,micole.net + web search,International Montessori school
Escuela Infantil María Montessori I,acebeis@hotmail.com,Madrid,"Alcorcón, Madrid",916414422,http://www.escuelainfantilmontessori.com,micole.net + web search,Small private infant school
CEI Montessori Angelets de Llum,info@angeletsdellum.com,Islas Baleares,Palma de Mallorca,971202523,https://angeletsdellum.com/,micole.net + web search,Also escoletaangeletsdellum@gmail.com
Montessori Compostela,info@montessoricompostela.org,Galicia,"Santiago de Compostela, A Coruña",669648701,http://www.montessoricompostela.org,micole.net + web search,Active pedagogy school based on Montessori
Escuela Infantil Montessori Dream,info@montessoridream.com,Andalucía,Córdoba,+34 650770955,http://montessoridream.com,micole.net + web search,"Bilingual 0-3 school, Positive Discipline + English immersion"
Colegio Montessori International School Parque Conde de Orgaz,info@montessori.es,Madrid,Madrid,+34 913001344,https://montessoricondeorgaz.es/,micole.net + web search,Montessori International Schools group; admissions@montessori-academico.es; kindergarten branch also at Ronda de Abubilla 20; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
The English Montessori School (TEMS),admissions@tems.es,Madrid,"Aravaca, Madrid",+34 659141585,https://www.englishmontessorischool.com/,micole.net + web search,British school 1-18 years; also info@tems.es; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Currusquinos Colegio Montessori,currusquinosgijon@gmail.com,Asturias,Gijón,984391180,https://currusquinos.com/,web search,Infantil y primaria 0-12 years
La Magnolia Montessori Children's House,info@lamagnoliamontessori.com,Asturias,Llanera,685534257,https://lamagnoliamontessori.com/en/inicio-english/,web search,Near Parque Tecnológico de Llanera
Asturias Montessori,NOT_FOUND,Asturias,Oviedo,NOT_FOUND,https://sites.google.com/view/asturias-montessori/inicio,web search,"Bilingual Montessori + Forest School project, 1-6 years; no email surfaced"
Rooter School,NOT_FOUND,Extremadura,"Zafra, Badajoz",924043616,https://rooterschool.es/,web search,"First Montessori-only Elementary/Primary school in Extremadura; email not confirmed (search returned an unrelated placeholder), verify via contact page"
Play Garden Hada Madrina Montessori,playgardenhadamadrina@gmail.com,Extremadura,Badajoz,+34 659107447,https://www.pghadamadrina.com/,web search,Bilingual infant school 0-6; alt info@playgardenhadamadrina.es
Montessori School Jerez de los Caballeros,NOT_FOUND,Extremadura,"Jerez de los Caballeros, Badajoz",686540026,https://montessorijerez.org/,web search,"Bilingual non-profit school; contact page email is masked/obscured, could not confirm exact address"
Colegio La Anunciación,colegio@colegioanunciacion.com,Cantabria,Santander,942221990,https://parroquiaanunciacion.com/colegio/,web search,Concertado (state-funded) Catholic school using Montessori in Infantil
Nalúa Montessori,info.naluamontessori@gmail.com,Navarra,"Gorraiz (Valle de Egüés), Pamplona",NOT_FOUND,NOT_FOUND,web search,"Comunidad Infantil/Casa de Niños/Taller 1, 18mo-9yr, Spanish/Basque/English"
Escola Petit Montessori,papismontessori@gmail.com,Cataluña,Barcelona (Les Corts),934903750,https://www.escolapetitmontessori.com/,web search,Llar d'infants (nursery)
My Little Montessori Barcelona,contact@mylittlemontessori.org,Cataluña,Barcelona (Gràcia),937688133,https://www.mylittlemontessori.org/,web search,"English-Spanish Montessori daycare, La Vila de Gràcia"
Little Forest Montessori,NOT_FOUND,Cataluña,Barcelona (Poblenou),NOT_FOUND,https://www.littleforestmontessori.com/,web search,Bilingual English-Spanish green daycare 6mo-3yr; no email confirmed
Montessori Villa Antonio School,NOT_FOUND,Castilla-La Mancha,"Burguillos de Toledo, Toledo",925257314,https://montessoritoledo.es/en/,web search,"Homologated by JCCM, ages 0-9; only a generic third-party (ocioyaventura.com) email surfaced, not confirmed as belonging to the school"
Colegio Montessori Zaragoza,administracion@colegiomontessori.com,Aragón,Zaragoza,976306100,https://colegiomontessori.com/,web search,Also administracion@fundacionmontessori.com for the Montessori Kids nursery branch
Montessori House,NOT_FOUND,Comunidad Valenciana,San Juan de Alicante,+34 966116879,https://montessorihouse.es,web search,"No email surfaced in search, only phone/website"
Asociación Iremia Montessori,hola@iremiamontessori.com,Comunidad Valenciana,"Elche, Alicante",722417294,http://www.iremiamontessori.com,web search,Home-based mama/papa de dia + Montessori association
Escuela Infantil Potxolines,informacion@potxolines.com,País Vasco,Bilbao,946087826,https://www.potxolines.com/,web search,"Montessori infant school 4mo-3yr, Amezola neighborhood"
Mikie Montessori Haurreskola,mikie@mikiemontessori.eus,País Vasco,Bilbao,944007736,https://mikiemontessori.eus/,web search,Basque Montessori infant school 0-3yr
Montessori Community Granada,info@montessoricg.com,Andalucía,"Otura, Granada",+34 722663242,https://montessoricg.es/,web search,"AMI-affiliated, bilingual 0-3yr center"
Espacio Montessori Entre Chirimoyos,creceralandaluz@gmail.com,Andalucía,"Lobres, Granada",643329016,http://entrechirimoyos.blogspot.com/,web search,"Rural bilingual family space, run by Crecer Al Andaluz association"
